cell,size,L,arch,scheme,seed,iter,frac,loss
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6474,0.75808,3.223
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6472,0.75785,3.2434
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6477,0.75843,3.24
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6475,0.7582,3.2292
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6479,0.75867,3.2388
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6480,0.75878,3.2024
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6482,0.75902,3.2248
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6483,0.75913,3.2077
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6484,0.75925,3.2199
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6485,0.75937,3.2045
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6488,0.75972,3.2195
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6489,0.75984,3.2216
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6491,0.76007,3.2007
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6492,0.76019,3.2358
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6493,0.7603,3.2389
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6494,0.76042,3.1814
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6496,0.76066,3.2323
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6497,0.76077,3.2054
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6501,0.76124,3.2321
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6500,0.76112,3.2065
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6502,0.76136,3.2182
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6504,0.76159,3.1953
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6505,0.76171,3.1987
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6507,0.76194,3.2361
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6510,0.7623,3.2291
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6509,0.76218,3.1982
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6511,0.76241,3.2314
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6513,0.76265,3.2103
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6516,0.763,3.2029
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6515,0.76288,3.2485
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6519,0.76335,3.1799
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6518,0.76323,3.2186
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6521,0.76358,3.2046
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6520,0.76347,3.2144
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6525,0.76405,3.189
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6523,0.76382,3.2368
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6527,0.76429,3.1866
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6528,0.7644,3.2165
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6530,0.76464,3.2312
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6529,0.76452,3.1816
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6533,0.76499,3.212
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6534,0.76511,3.1919
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6536,0.76534,3.2312
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6537,0.76546,3.1924
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6538,0.76557,3.1757
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6540,0.76581,3.2016
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6543,0.76616,3.1998
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6542,0.76604,3.2375
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6546,0.76651,3.1894
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6544,0.76628,3.2119
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6549,0.76686,3.1929
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6547,0.76663,3.2074
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6551,0.7671,3.2031
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6550,0.76698,3.1781
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6555,0.76756,3.2284
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6553,0.76733,3.2004
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6557,0.7678,3.2518
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6558,0.76792,3.1853
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6560,0.76815,3.1827
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6561,0.76827,3.2135
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6564,0.76862,3.1914
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6562,0.76838,3.2104
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6567,0.76897,3.2133
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6565,0.76874,3.1877
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6570,0.76932,3.2169
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6569,0.7692,3.2409
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6571,0.76944,3.1689
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6572,0.76956,3.2005
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6574,0.76979,3.1724
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6575,0.76991,3.224
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6577,0.77014,3.191
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6578,0.77026,3.2284
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6581,0.77061,3.1992
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6580,0.77049,3.2042
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6585,0.77108,3.1981
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6583,0.77084,3.2326
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6586,0.77119,3.2021
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6587,0.77131,3.1974
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6589,0.77155,3.2248
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6590,0.77166,3.1888
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6592,0.7719,3.2124
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6594,0.77213,3.185
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6596,0.77237,3.2111
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6595,0.77225,3.1874
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6598,0.7726,3.2341
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6599,0.77272,3.1929
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6602,0.77307,3.2119
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6603,0.77319,3.2308
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6606,0.77354,3.2223
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6604,0.7733,3.2002
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6607,0.77365,3.1767
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6608,0.77377,3.215
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6612,0.77424,3.192
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6610,0.774,3.2091
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6613,0.77436,3.2435
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6615,0.77459,3.2059
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6618,0.77494,3.2029
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6616,0.77471,3.2155
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6620,0.77518,3.187
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6619,0.77506,3.2311
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6622,0.77541,3.2138
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6623,0.77553,3.1988
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6626,0.77588,3.2107
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6625,0.77576,3.192
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6629,0.77623,3.1947
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6628,0.77611,3.2086
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6632,0.77658,3.2351
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6631,0.77646,3.1874
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6634,0.77681,3.173
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6635,0.77693,3.2179
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6639,0.7774,3.1829
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6637,0.77717,3.1978
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6640,0.77752,3.1878
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6642,0.77775,3.2113
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6645,0.7781,3.183
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6643,0.77787,3.2113
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6648,0.77845,3.209
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6647,0.77834,3.1753
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6649,0.77857,3.2106
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6651,0.77881,3.2213
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6654,0.77916,3.1686
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6652,0.77892,3.23
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6657,0.77951,3.2037
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6655,0.77927,3.2141
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6659,0.77974,3.2062
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6660,0.77986,3.1988
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6661,0.77998,3.2144
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6663,0.78021,3.1943
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6664,0.78033,3.1928
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6665,0.78044,3.2113
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6668,0.7808,3.2388
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6669,0.78091,3.1849
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6672,0.78126,3.1972
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6670,0.78103,3.2153
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6673,0.78138,3.1747
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6674,0.7815,3.198
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6676,0.78173,3.198
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6677,0.78185,3.1898
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6679,0.78208,3.2154
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6681,0.78232,3.2066
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6683,0.78255,3.2209
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6684,0.78267,3.1639
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6686,0.7829,3.2168
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6687,0.78302,3.1747
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6689,0.78326,3.1834
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6688,0.78314,3.2017
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6692,0.78361,3.2222
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6691,0.78349,3.2061
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6696,0.78407,3.222
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6695,0.78396,3.1989
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6698,0.78431,3.2101
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6699,0.78443,3.1811
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6702,0.78478,3.2192
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6700,0.78454,3.1914
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6705,0.78513,3.1986
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6703,0.78489,3.2015
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6706,0.78525,3.1996
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6708,0.78548,3.2083
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6710,0.78571,3.2252
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6709,0.7856,3.1966
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6712,0.78595,3.1888
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6713,0.78607,3.1953
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6716,0.78642,3.2359
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6715,0.7863,3.1988
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6718,0.78665,3.1944
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6719,0.78677,3.2177
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6723,0.78724,3.1835
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6722,0.78712,3.2207
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6724,0.78735,3.2234
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6726,0.78759,3.1793
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6729,0.78794,3.2017
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6727,0.7877,3.2216
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6730,0.78806,3.1917
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6731,0.78817,3.1799
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6734,0.78852,3.2117
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6735,0.78864,3.1887
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6736,0.78876,3.1759
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6738,0.78899,3.2088
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6739,0.78911,3.1974
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6740,0.78923,3.2246
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6742,0.78946,3.2404
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6744,0.7897,3.2166
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6745,0.78981,3.1741
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6747,0.79005,3.215
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6750,0.7904,3.2131
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6749,0.79028,3.1982
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6752,0.79063,3.2165
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6753,0.79075,3.2042
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6756,0.7911,3.2416
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6754,0.79087,3.1996
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6757,0.79122,3.2921
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6758,0.79133,3.3102
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6761,0.79169,3.2027
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6762,0.7918,3.2545
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6764,0.79204,3.2523
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6765,0.79215,3.226
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6767,0.79239,3.2535
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6766,0.79227,3.2299
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6770,0.79274,3.2083
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6769,0.79262,3.2246
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6774,0.79321,3.2593
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6772,0.79297,3.2406
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6776,0.79344,3.2642
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6775,0.79333,3.2263
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6778,0.79368,3.2477
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6779,0.79379,3.3434
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6782,0.79415,3.2413
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6783,0.79426,3.2866
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6784,0.79438,3.2918
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6785,0.7945,3.2611
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6788,0.79485,3.2931
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6789,0.79496,3.2782
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6791,0.7952,3.2468
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6792,0.79532,3.2315
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6794,0.79555,3.2568
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6793,0.79543,3.2386
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6797,0.7959,3.2346
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6796,0.79578,3.2542
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6801,0.79637,3.2158
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6800,0.79625,3.2729
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6803,0.7966,3.2324
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6804,0.79672,3.2206
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6806,0.79696,3.2772
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6805,0.79684,3.2435
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6810,0.79742,3.2622
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6808,0.79719,3.2252
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6811,0.79754,3.2499
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6813,0.79778,3.2238
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6815,0.79801,3.218
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6814,0.79789,3.2532
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6817,0.79824,3.2634
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6818,0.79836,3.2281
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6822,0.79883,3.2257
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6821,0.79871,3.2538
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6823,0.79895,3.2271
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6824,0.79906,3.2635
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6828,0.79953,3.253
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6827,0.79941,3.2725
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6831,0.79988,3.2129
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6829,0.79965,3.2626
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6833,0.80012,3.2926
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6832,0.8,3.2289
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6836,0.80047,3.2334
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6837,0.80059,3.2464
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6839,0.80082,3.2211
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6840,0.80094,3.2574
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6842,0.80117,3.213
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6841,0.80105,3.2421
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6844,0.80141,3.2381
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6845,0.80152,3.2173
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6849,0.80199,3.234
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6848,0.80187,3.2121
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6850,0.80211,3.2398
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6852,0.80234,3.2178
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6853,0.80246,3.1778
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6855,0.80269,3.249
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6857,0.80293,3.2224
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6858,0.80304,3.1958
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6861,0.8034,3.224
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6859,0.80316,3.2016
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6863,0.80363,3.2033
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6864,0.80375,3.2267
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6866,0.80398,3.2256
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6867,0.8041,3.2056
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6868,0.80422,3.2196
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6870,0.80445,3.1837
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6871,0.80457,3.2195
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6873,0.8048,3.1988
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6875,0.80504,3.2262
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6874,0.80492,3.2052
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6879,0.8055,3.2196
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6878,0.80539,3.1965
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6882,0.80585,3.2366
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6881,0.80574,3.2001
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6885,0.80621,3.2211
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6884,0.80609,3.1962
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6887,0.80644,3.2114
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6888,0.80656,3.1949
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6891,0.80691,3.2002
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6890,0.80679,3.2224
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6893,0.80714,3.2091
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6892,0.80703,3.2011
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6895,0.80738,3.2151
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6897,0.80761,3.1912
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6899,0.80785,3.1676
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6898,0.80773,3.2382
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6901,0.80808,3.2185
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6903,0.80831,3.1864
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6904,0.80843,3.1816
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6905,0.80855,3.1948
lm-175M-L30-schemeB-deep-seed1797,175M,30,deep,B,1797,6908,0.8089,3.1965
