cell,size,L,arch,scheme,seed,iter,frac,loss
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15317,0.91939,2.6524
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15321,0.91963,2.6903
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15323,0.91975,2.6482
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15326,0.91993,2.6873
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15338,0.92065,2.6431
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15337,0.92059,2.6893
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15344,0.92101,2.6779
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15345,0.92107,2.648
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15351,0.92143,2.6362
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15353,0.92155,2.7081
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15355,0.92167,2.6439
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15361,0.92203,2.6771
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15370,0.92257,2.6924
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15369,0.92251,2.6471
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15376,0.92293,2.643
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15374,0.92281,2.6838
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15386,0.92353,2.6802
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15379,0.92311,2.6291
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15393,0.92395,2.6316
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15387,0.92359,2.6824
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15400,0.92437,2.6448
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15399,0.92431,2.6712
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15406,0.92473,2.6417
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15404,0.92461,2.6786
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15412,0.92509,2.6435
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15414,0.92521,2.6716
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15426,0.92593,2.6313
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15425,0.92587,2.6733
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15428,0.92605,2.6291
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15430,0.92617,2.669
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15439,0.92671,2.6439
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15435,0.92647,2.6799
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15449,0.92731,2.6507
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15450,0.92737,2.6851
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15455,0.92767,2.65
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15458,0.92785,2.6827
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15463,0.92815,2.6623
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15466,0.92833,2.6309
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15471,0.92863,2.6369
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15469,0.92851,2.6918
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15479,0.92911,2.6717
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15482,0.92929,2.6559
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15490,0.92977,2.6781
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15489,0.92971,2.6423
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15495,0.93007,2.6916
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15493,0.92995,2.6515
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15505,0.93067,2.6414
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15503,0.93055,2.6664
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15513,0.93115,2.6431
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15511,0.93103,2.6822
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15515,0.93127,2.6814
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15518,0.93145,2.6473
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15529,0.93211,2.6378
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15530,0.93217,2.6833
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15533,0.93235,2.637
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15535,0.93247,2.6671
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15542,0.93289,2.69
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15539,0.93271,2.6486
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15550,0.93337,2.6284
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15551,0.93343,2.6782
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15555,0.93367,2.6752
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15558,0.93385,2.6382
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15565,0.93427,2.6844
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15570,0.93457,2.6461
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15571,0.93463,2.6373
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15575,0.93487,2.6792
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15579,0.93511,2.6762
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15581,0.93523,2.649
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15589,0.93571,2.6464
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15594,0.93601,2.6645
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15599,0.93631,2.6357
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15602,0.93649,2.6725
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15603,0.93655,2.6707
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15606,0.93673,2.6264
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15614,0.93721,2.6301
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15612,0.93709,2.6838
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15620,0.93758,2.6433
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15621,0.93764,2.6765
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15633,0.93836,2.6754
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15630,0.93818,2.6503
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15642,0.9389,2.6322
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15638,0.93866,2.6768
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15649,0.93932,2.6412
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15647,0.9392,2.6772
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15654,0.93962,2.6856
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15657,0.9398,2.643
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15666,0.94034,2.6739
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15664,0.94022,2.6371
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15672,0.9407,2.6799
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15669,0.94052,2.6452
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15682,0.9413,2.6792
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15676,0.94094,2.6445
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15689,0.94172,2.6678
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15690,0.94178,2.6439
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15692,0.9419,2.6382
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15698,0.94226,2.6694
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15706,0.94274,2.6422
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15702,0.9425,2.6821
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15710,0.94298,2.6377
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15712,0.9431,2.6743
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15715,0.94328,2.635
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15717,0.9434,2.6737
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15727,0.944,2.6468
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15723,0.94376,2.6757
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15733,0.94436,2.6736
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15738,0.94466,2.6468
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15745,0.94508,2.639
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15746,0.94514,2.6775
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15750,0.94538,2.6252
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15747,0.9452,2.6743
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15756,0.94574,2.6484
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15757,0.9458,2.6726
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15769,0.94652,2.6426
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15768,0.94646,2.6711
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15774,0.94682,2.6666
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15778,0.94706,2.6299
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15782,0.9473,2.6423
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15786,0.94754,2.6663
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15787,0.9476,2.682
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15788,0.94766,2.6337
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15795,0.94808,2.6711
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15801,0.94844,2.6397
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15808,0.94886,2.6837
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15806,0.94874,2.6275
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15811,0.94904,2.6311
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15813,0.94916,2.6916
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15819,0.94952,2.653
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15824,0.94982,2.6709
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15833,0.95036,2.6781
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15832,0.9503,2.6431
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15841,0.95084,2.6784
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15836,0.95054,2.6436
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15848,0.95126,2.6342
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15847,0.9512,2.68
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15858,0.95186,2.6292
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15853,0.95156,2.6773
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15859,0.95192,2.6385
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15860,0.95198,2.6777
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15868,0.95246,2.6359
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15867,0.9524,2.6721
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15882,0.9533,2.6433
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15880,0.95318,2.6758
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15890,0.95378,2.6665
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15889,0.95372,2.6421
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15895,0.95408,2.6535
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15891,0.95384,2.6763
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15902,0.9545,2.6448
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15904,0.95462,2.6771
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15911,0.95504,2.6749
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15914,0.95522,2.6311
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15922,0.9557,2.6422
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15918,0.95546,2.6819
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15929,0.95612,2.6821
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15928,0.95606,2.6326
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15938,0.95666,2.6401
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15931,0.95624,2.6671
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15944,0.95702,2.6717
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15943,0.95696,2.6401
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15948,0.95726,2.6483
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15954,0.95762,2.6743
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15960,0.95798,2.683
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15955,0.95768,2.6344
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15965,0.95828,2.68
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15968,0.95846,2.6402
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15973,0.95876,2.6302
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15977,0.959,2.6774
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15982,0.9593,2.6399
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15984,0.95942,2.6854
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15990,0.95978,2.6781
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15994,0.96002,2.6517
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15996,0.96014,2.6452
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,15995,0.96008,2.6795
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16005,0.96068,2.6382
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16007,0.9608,2.6877
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16012,0.9611,2.6312
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16018,0.96146,2.6871
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16020,0.96158,2.6426
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16024,0.96182,2.6864
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16032,0.9623,2.6697
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16031,0.96224,2.6387
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16038,0.96267,2.6393
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16036,0.96255,2.6705
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16044,0.96303,2.6494
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16046,0.96315,2.6885
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16051,0.96345,2.6784
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16056,0.96375,2.6453
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16066,0.96435,2.644
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16064,0.96423,2.6821
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16068,0.96447,2.6349
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16067,0.96441,2.6799
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16081,0.96525,2.6732
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16078,0.96507,2.6362
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16084,0.96543,2.6404
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16086,0.96555,2.687
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16091,0.96585,2.6957
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16096,0.96615,2.6279
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16106,0.96675,2.6428
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16104,0.96663,2.6779
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16114,0.96723,2.6467
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16108,0.96687,2.6794
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16115,0.96729,2.685
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16122,0.96771,2.6332
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16125,0.96789,2.6762
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16123,0.96777,2.6235
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16137,0.96861,2.6281
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16132,0.96831,2.6793
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16144,0.96903,2.6378
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16140,0.96879,2.6757
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16149,0.96933,2.6448
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16151,0.96945,2.6677
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16160,0.96999,2.6768
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16155,0.96969,2.6347
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16165,0.97029,2.6813
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16164,0.97023,2.6484
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16171,0.97065,2.6782
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16178,0.97107,2.6369
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16179,0.97113,2.6361
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16181,0.97125,2.6648
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16187,0.97161,2.6835
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16192,0.97191,2.6426
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16201,0.97245,2.6768
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16199,0.97233,2.6289
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16203,0.97257,2.6846
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16205,0.97269,2.6361
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16215,0.97329,2.6381
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16212,0.97311,2.6827
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16224,0.97383,2.682
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16223,0.97377,2.6179
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16227,0.97401,2.6334
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16229,0.97413,2.6698
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16236,0.97455,2.6929
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16237,0.97461,2.6373
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16244,0.97503,2.6643
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16243,0.97497,2.6495
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16257,0.97581,2.6316
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16254,0.97563,2.6697
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16259,0.97593,2.6677
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16264,0.97623,2.6228
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16270,0.97659,2.6302
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16274,0.97683,2.668
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16275,0.97689,2.6358
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16278,0.97707,2.6704
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16289,0.97773,2.6323
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16286,0.97755,2.6854
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16293,0.97797,2.6722
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16294,0.97803,2.6331
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16303,0.97857,2.6501
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16299,0.97833,2.675
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16308,0.97887,2.6863
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16310,0.97899,2.6424
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16322,0.97971,2.6397
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16316,0.97935,2.6705
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16326,0.97995,2.6199
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16325,0.97989,2.6736
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16335,0.98049,2.6418
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16334,0.98043,2.6812
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16342,0.98091,2.6583
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16340,0.98079,2.6196
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16347,0.98121,2.6331
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16349,0.98133,2.6719
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16357,0.98181,2.6331
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16356,0.98175,2.6834
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16363,0.98217,2.6428
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16366,0.98235,2.6683
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16372,0.98271,2.6362
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16375,0.98289,2.6833
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16381,0.98325,2.6368
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16386,0.98355,2.677
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16393,0.98397,2.6518
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16387,0.98361,2.684
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16400,0.98439,2.6742
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16401,0.98445,2.63
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16410,0.98499,2.6686
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16405,0.98469,2.6368
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16411,0.98505,2.6737
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16418,0.98547,2.6487
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16422,0.98571,2.6384
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16421,0.98565,2.682
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16427,0.98601,2.6478
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16428,0.98607,2.6858
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16440,0.98679,2.6183
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16441,0.98685,2.6785
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16446,0.98715,2.6471
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16444,0.98703,2.6829
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16452,0.98752,2.6771
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16453,0.98758,2.6549
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16465,0.9883,2.624
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16463,0.98818,2.6967
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16469,0.98854,2.6877
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16471,0.98866,2.6242
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16478,0.98908,2.6739
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16475,0.9889,2.6365
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16487,0.98962,2.6739
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16489,0.98974,2.6444
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16493,0.98998,2.6831
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16491,0.98986,2.6274
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16506,0.99076,2.6318
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16505,0.9907,2.6685
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16514,0.99124,2.6373
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16511,0.99106,2.6697
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16522,0.99172,2.6702
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16520,0.9916,2.6391
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16526,0.99196,2.6827
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16528,0.99208,2.6289
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16535,0.9925,2.6377
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16531,0.99226,2.6701
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16544,0.99304,2.6258
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16539,0.99274,2.6837
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16552,0.99352,2.6843
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16553,0.99358,2.6378
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16555,0.9937,2.6618
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16556,0.99376,2.64
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16564,0.99424,2.6338
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16565,0.9943,2.6809
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16577,0.99502,2.6484
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16573,0.99478,2.687
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16584,0.99544,2.6538
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16581,0.99526,2.6611
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16591,0.99586,2.6736
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16593,0.99598,2.6386
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16597,0.99622,2.6395
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16598,0.99628,2.6665
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16607,0.99682,2.6464
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16603,0.99658,2.6821
lm-350M-L8-deep-seed1904,350M,8,deep,A,1904,16612,0.99712,2.6677
