language,kind,variant,pearson_r,n
hi,checkpoint,rel_mpd,0.2847491898915348,33
hi,checkpoint,rel_mpsd,0.1530342788059909,33
hi,checkpoint,rel_star_discrepancy,0.17057548888544685,32
hi,checkpoint,rel_std,0.3189635159056974,33
hi,checkpoint,rms_deviation,0.4028815718205578,33
hi,checkpoint,star_discrepancy,0.23352707961242175,32
hi,checkpoint,star_discrepancy_shifted,0.23596215031170586,32
hi,checkpoint,tukey,-0.14091896381097344,33
hi,size,aad,0.19715449237930496,33
hi,size,discrepancy,0.1475924099596286,32
hi,size,dispersion,0.13196589820080165,33
hi,size,dispersion_shifted,0.2919582549812145,33
hi,size,dist_std,0.21341103246475918,33
hi,size,gini,0.32519878967796906,33
hi,size,iqr,0.19144196481866896,33
hi,size,mad,-0.009667617947084296,33
hi,size,mpd,0.16037839229473058,33
hi,size,mpsd,-0.031049758267299082,33
hi,size,projection,0.2922899807390214,33
hi,size,quartile_deviation,0.14878116431038463,33
hi,size,range,0.13196589820080165,33
hi,size,rel_dispersion,0.19472243490341293,33
hi,size,rel_mpd,0.23329815095065148,33
hi,size,rel_mpsd,-0.032557062627816644,33
hi,size,rel_star_discrepancy,0.3474424390165436,32
hi,size,rel_std,0.26901888579898964,33
hi,size,rms_deviation,0.17834300312226353,33
hi,size,star_discrepancy,0.22619506088168004,32
hi,size,star_discrepancy_shifted,0.28781533162538536,32
hi,size,tukey,0.16969477800307414,33
hu,checkpoint,aad,0.254031566544213,33
hu,checkpoint,discrepancy,0.14596543773809434,32
hu,checkpoint,dispersion,0.25356511646331564,33
hu,checkpoint,dispersion_shifted,0.1859858390889137,33
hu,checkpoint,dist_std,0.2597700191096773,33
hu,checkpoint,gini,0.15049888504858128,33
hu,checkpoint,iqr,-0.0038495193447395932,33
hu,checkpoint,mad,0.23905334055880537,33
hu,checkpoint,mpd,0.2571379703432516,33
hu,checkpoint,mpsd,0.23293338076350542,33
hu,checkpoint,projection,-0.3669481184486582,33
hu,checkpoint,quartile_deviation,0.24572156851122545,33
hu,checkpoint,range,0.25356511646331564,33
hu,checkpoint,rel_dispersion,-0.024783253178770698,33
hu,checkpoint,rel_mpd,-0.016559616712231065,33
hu,checkpoint,rel_mpsd,0.07760335941651364,33
hu,checkpoint,rel_star_discrepancy,0.15496799976274117,32
hu,checkpoint,rel_std,-0.009835822055202456,33
hu,checkpoint,rms_deviation,0.25768694071653253,33
hu,checkpoint,star_discrepancy,0.16766886548280271,32
hu,checkpoint,star_discrepancy_shifted,0.17764078797367636,32
hu,checkpoint,tukey,-0.38952743597128064,33
hu,size,aad,-0.13604644151036765,33
hu,size,discrepancy,-0.2898233769859949,32
hu,size,dispersion,-0.1759035291594653,33
hu,size,dispersion_shifted,-0.004669146192136631,33
hu,size,dist_std,-0.14423993269938096,33
hu,size,gini,0.0189153738782389,33
hu,size,iqr,-0.0410470124440993,33
hu,size,mad,-0.09903449354193952,33
hu,size,mpd,-0.14697559563817406,33
hu,size,mpsd,-0.17857352600602397,33
hu,size,projection,0.0493554541349462,33
hu,size,quartile_deviation,-0.08583499115425193,33
hu,size,range,-0.1759035291594653,33
hu,size,rel_dispersion,-0.1440920215319451,33
hu,size,rel_mpd,-0.11093580329806645,33
hu,size,rel_mpsd,-0.1680548762240727,33
hu,size,rel_star_discrepancy,0.16686194542426083,32
hu,size,rel_std,-0.11012345612104146,33
hu,size,rms_deviation,-0.14569947162367597,33
hu,size,star_discrepancy,-0.17498711157226216,32
hu,size,star_discrepancy_shifted,-0.11381831897561269,32
hu,size,tukey,0.019371642302686874,33
id,checkpoint,aad,0.24473703025739085,33
id,checkpoint,discrepancy,0.1985637054323922,32
id,checkpoint,dispersion,0.2423437033386234,33
id,checkpoint,dispersion_shifted,0.23380111233533465,33
id,checkpoint,dist_std,0.2329761702729621,33
id,checkpoint,gini,0.20149018211404035,33
id,checkpoint,iqr,-0.009926810986261114,33
id,checkpoint,mad,0.20214365784890165,33
id,checkpoint,mpd,0.24449546024872182,33
id,checkpoint,mpsd,0.11328536719958072,33
id,checkpoint,projection,-0.12950371057560747,33
id,checkpoint,quartile_deviation,0.2197953512517308,33
id,checkpoint,range,0.2423437033386234,33
id,checkpoint,rel_dispersion,-0.007377520442981353,33
id,checkpoint,rel_mpd,-0.00886781367781459,33
id,checkpoint,rel_mpsd,-0.01444466144826779,33
id,checkpoint,rel_star_discrepancy,0.17806309438702805,32
id,checkpoint,rel_std,-0.0056653963870657836,33
id,checkpoint,rms_deviation,0.24058846182291874,33
id,checkpoint,star_discrepancy,0.20085457520763256,32
id,checkpoint,star_discrepancy_shifted,0.16620555147600943,32
id,checkpoint,tukey,-0.21187237295327135,33
id,size,aad,0.07898058155943932,33
id,size,discrepancy,0.3263044182321718,32
id,size,dispersion,0.11544975773138294,33
id,size,dispersion_shifted,0.3628992554176325,33
id,size,dist_std,0.08373053248925326,33
id,size,gini,0.3686166803140751,33
id,size,iqr,-0.19991088777921756,33
id,size,mad,0.005814829919611861,33
id,size,mpd,0.09237372399439549,33
id,size,mpsd,-0.10999721965965766,33
id,size,projection,0.034332285450570474,33
id,size,quartile_deviation,0.0017559316882505187,33
id,size,range,0.11544975773138294,33
id,size,rel_dispersion,-0.07343787421372931,33
id,size,rel_mpd,-0.10793036244616588,33
id,size,rel_mpsd,-0.239003800290148,33
id,size,rel_star_discrepancy,0.3026955558222669,32
id,size,rel_std,-0.10500418866533479,33
id,size,rms_deviation,0.08947073601631014,33
id,size,star_discrepancy,0.34165530988974185,32
id,size,star_discrepancy_shifted,0.28829277307711615,32
id,size,tukey,-0.08316963812987942,33
it,checkpoint,aad,0.2993902594951193,33
it,checkpoint,discrepancy,0.18014882467709295,32
it,checkpoint,dispersion,0.24763310499803745,33
it,checkpoint,dispersion_shifted,0.1981935990945057,33
it,checkpoint,dist_std,0.2719472637173549,33
it,checkpoint,gini,0.2251668708857557,33
it,checkpoint,iqr,0.10908191363108621,33
it,checkpoint,mad,0.28020583534094956,33
it,checkpoint,mpd,0.2819210931764323,33
it,checkpoint,mpsd,0.21636923745245584,33
it,checkpoint,projection,-0.14567690069967096,33
it,checkpoint,quartile_deviation,0.2817990019722096,33
it,checkpoint,range,0.24763310499803745,33
it,checkpoint,rel_dispersion,0.01008661203992503,33
it,checkpoint,rel_mpd,0.07017804573629252,33
it,checkpoint,rel_mpsd,0.08528719156145907,33
it,checkpoint,rel_star_discrepancy,0.12420014410937852,32
it,checkpoint,rel_std,0.06754656960183678,33
it,checkpoint,rms_deviation,0.2784748275777581,33
it,checkpoint,star_discrepancy,0.1593335444241694,32
it,checkpoint,star_discrepancy_shifted,0.04523366777171562,32
it,checkpoint,tukey,-0.22123662336404223,33
it,size,aad,0.1795258135473256,33
it,size,discrepancy,0.19404441338273723,32
it,size,dispersion,0.0824608654182619,33
it,size,dispersion_shifted,0.2578108630189406,33
it,size,dist_std,0.1293207031615224,33
it,size,gini,0.27793021797099127,33
it,size,iqr,0.016685638094816314,33
it,size,mad,0.16401687790439953,33
it,size,mpd,0.1392087727374748,33
it,size,mpsd,-0.003590175057048868,33
it,size,projection,-0.10254818089835356,33
it,size,quartile_deviation,0.2190280494546152,33
it,size,range,0.0824608654182619,33
it,size,rel_dispersion,-0.22044774918433355,33
it,size,rel_mpd,-0.1356166985096783,33
it,size,rel_mpsd,-0.18782998662733963,33
it,size,rel_star_discrepancy,0.18796555012043503,32
it,size,rel_std,-0.13812226316836118,33
it,size,rms_deviation,0.13615492952997876,33
it,size,star_discrepancy,0.1982855003702373,32
it,size,star_discrepancy_shifted,0.14575933295613386,32
it,size,tukey,-0.21374195125946957,33
ja,checkpoint,aad,0.4869226373620419,33
ja,checkpoint,discrepancy,0.1763345661969688,32
ja,checkpoint,dispersion,0.41356880062891255,33
ja,checkpoint,dispersion_shifted,0.3426873517009742,33
ja,checkpoint,dist_std,0.4569234562294577,33
ja,checkpoint,gini,0.3769260568530443,33
ja,checkpoint,iqr,0.3395001419522554,33
ja,checkpoint,mad,0.5125332009793331,33
ja,checkpoint,mpd,0.4712978332868953,33
ja,checkpoint,mpsd,0.2678221534172052,33
ja,checkpoint,projection,-0.28451184628684034,33
ja,checkpoint,quartile_deviation,0.5185082894031648,33
ja,checkpoint,range,0.41356880062891255,33
ja,checkpoint,rel_dispersion,0.0596700258692402,33
ja,checkpoint,rel_mpd,0.18990100869712212,33
ja,checkpoint,rel_mpsd,0.0897669783098966,33
ja,checkpoint,rel_star_discrepancy,0.15379193886048656,32
ja,checkpoint,rel_std,0.18842378481901564,33
ja,checkpoint,rms_deviation,0.46705580801665436,33
ja,checkpoint,star_discrepancy,0.18399677019583624,32
ja,checkpoint,star_discrepancy_shifted,0.20764094696382313,32
ja,checkpoint,tukey,-0.2289712500417487,33
ja,size,aad,0.5785347104390912,33
ja,size,discrepancy,0.4196854247422369,32
ja,size,dispersion,0.486181875314611,33
ja,size,dispersion_shifted,0.4946830013168607,33
ja,size,dist_std,0.530672877147741,33
ja,size,gini,0.5603699145448783,33
ja,size,iqr,0.4568020776653364,33
ja,size,mad,0.6194406764845657,33
ja,size,mpd,0.5638123729720877,33
ja,size,mpsd,0.2569752848159349,33
ja,size,projection,-0.2194247104563581,33
ja,size,quartile_deviation,0.6229616182406054,33
ja,size,range,0.486181875314611,33
ja,size,rel_dispersion,0.11619771264670394,33
ja,size,rel_mpd,0.28936026606349446,33
ja,size,rel_mpsd,0.0482917367914335,33
ja,size,rel_star_discrepancy,0.36875920357213404,32
ja,size,rel_std,0.27419555646326377,33
ja,size,rms_deviation,0.5527727369153471,33
ja,size,star_discrepancy,0.4293955672729595,32
ja,size,star_discrepancy_shifted,0.3343429018251115,32
ja,size,tukey,-0.164700375787375,33
ka,checkpoint,aad,0.17135691235144945,33
ka,checkpoint,discrepancy,-0.043851477345657516,32
ka,checkpoint,dispersion,0.0804839459880583,33
ka,checkpoint,dispersion_shifted,0.12581931672740646,33
ka,checkpoint,dist_std,0.11956247295731348,33
ka,checkpoint,gini,0.12617061548977332,33
ka,checkpoint,iqr,0.2598396952979147,33
ka,checkpoint,mad,0.13136662805928778,33
ka,checkpoint,mpd,0.13959027163284987,33
ka,checkpoint,mpsd,0.09920155665365955,33
ka,checkpoint,projection,-0.03616016176364924,33
ka,checkpoint,quartile_deviation,0.2992497026351362,33
ka,checkpoint,range,0.0804839459880583,33
ka,checkpoint,rel_dispersion,-0.021823780894625045,33
ka,checkpoint,rel_mpd,0.06740596119621027,33
ka,checkpoint,rel_mpsd,0.03558189675051352,33
ka,checkpoint,rel_star_discrepancy,0.003656311870887917,32
ka,checkpoint,rel_std,0.06819421027201028,33
ka,checkpoint,rms_deviation,0.13233945213445977,33
ka,checkpoint,star_discrepancy,-0.039606217030424086,32
ka,checkpoint,star_discrepancy_shifted,-0.07137059137990548,32
ka,checkpoint,tukey,-0.2458228529343363,33
ka,size,aad,0.2171174764554956,33
ka,size,discrepancy,-0.23536507972249332,32
ka,size,dispersion,0.1088871285830154,33
ka,size,dispersion_shifted,0.005212891873118773,33
ka,size,dist_std,0.20201225161215275,33
ka,size,gini,0.00551632492474591,33
ka,size,iqr,0.24758479729174535,33
ka,size,mad,0.16884612251400666,33
ka,size,mpd,0.17059029378007323,33
ka,size,mpsd,0.2618503275787673,33
ka,size,projection,-0.2777161305141477,33
ka,size,quartile_deviation,0.2967229045189768,33
ka,size,range,0.1088871285830154,33
ka,size,rel_dispersion,0.010247488299570218,33
ka,size,rel_mpd,0.10335753360385401,33
ka,size,rel_mpsd,0.22988526415235142,33
ka,size,rel_star_discrepancy,-0.41863133869692215,32
ka,size,rel_std,0.13184099292170798,33
ka,size,rms_deviation,0.18319902736092736,33
ka,size,star_discrepancy,-0.3105550992356361,32
ka,size,star_discrepancy_shifted,-0.1263238130982394,32
ka,size,tukey,-0.35925948050290984,33
ko,checkpoint,aad,0.5223914400784965,33
ko,checkpoint,discrepancy,0.10716232733862227,32
ko,checkpoint,dispersion,0.4791158636916192,33
ko,checkpoint,dispersion_shifted,0.20639747721363774,33
ko,checkpoint,dist_std,0.5316013475031731,33
ko,checkpoint,gini,0.17322677552420315,33
ko,checkpoint,iqr,0.014961452221809234,33
ko,checkpoint,mad,0.2619880096998058,33
ko,checkpoint,mpd,0.49783951371800594,33
ko,checkpoint,mpsd,0.433133979911709,33
ko,checkpoint,projection,-0.4539206542616954,33
ko,checkpoint,quartile_deviation,0.43468204545961675,33
ko,checkpoint,range,0.4791158636916192,33
ko,checkpoint,rel_dispersion,0.07381098440264901,33
ko,checkpoint,rel_mpd,0.10182090044541342,33
ko,checkpoint,rel_mpsd,0.27805152524526816,33
ko,checkpoint,rel_star_discrepancy,0.11226655879326247,32
ko,checkpoint,rel_std,0.16788671991042095,33
ko,checkpoint,rms_deviation,0.512721657845334,33
ko,checkpoint,star_discrepancy,0.1044264789585815,32
ko,checkpoint,star_discrepancy_shifted,0.13253575025203684,32
ko,checkpoint,tukey,-0.5117632491983072,33
ko,size,aad,0.617933741656867,33
ko,size,discrepancy,0.049209941197657016,32
ko,size,dispersion,0.5747473193290881,33
ko,size,dispersion_shifted,0.24580667957602378,33
ko,size,dist_std,0.63283734451697,33
ko,size,gini,0.16393899236436005,33
ko,size,iqr,0.14090959386427943,33
ko,size,mad,0.4537022383999913,33
ko,size,mpd,0.5967363373045258,33
ko,size,mpsd,0.5189401542958779,33
ko,size,projection,-0.550355577319654,33
ko,size,quartile_deviation,0.5752217680368226,33
ko,size,range,0.5747473193290881,33
ko,size,rel_dispersion,0.1462274096047137,33
ko,size,rel_mpd,0.18195839409646558,33
ko,size,rel_mpsd,0.3561828872503415,33
ko,size,rel_star_discrepancy,0.031645863507036305,32
ko,size,rel_std,0.25743564304439914,33
ko,size,rms_deviation,0.6135339469878424,33
ko,size,star_discrepancy,0.06420400948594635,32
ko,size,star_discrepancy_shifted,0.08233818306359708,32
ko,size,tukey,-0.48954432138469867,33
ml,checkpoint,aad,0.41720613946698326,33
ml,checkpoint,dispersion,0.30378448161183985,33
ml,checkpoint,dispersion_shifted,0.2234348698292926,33
ml,checkpoint,dist_std,0.3735368988715399,33
ml,checkpoint,gini,0.12355005857580925,33
ml,checkpoint,iqr,0.3417781565981544,33
ml,checkpoint,mad,0.1655823183527568,33
ml,checkpoint,mpd,0.37440737693763954,33
ml,checkpoint,mpsd,0.4479272162920203,33
ml,checkpoint,projection,-0.46245114609071,33
ml,checkpoint,quartile_deviation,0.49486212217382336,33
ml,checkpoint,range,0.30378448161183985,33
ml,checkpoint,rel_dispersion,-0.13230255339519023,33
ml,checkpoint,rel_mpd,0.011011855882765353,33
ml,checkpoint,rel_mpsd,0.19452709772308693,33
ml,checkpoint,rel_std,0.04118580035556439,33
ml,checkpoint,rms_deviation,0.37563626681240087,33
ml,checkpoint,tukey,-0.57818170694311,33
ml,size,aad,0.6138978301835325,33
ml,size,dispersion,0.5458150831578756,33
ml,size,dispersion_shifted,0.3071466583177944,33
ml,size,dist_std,0.5985266636925003,33
ml,size,gini,0.2253683628817436,33
ml,size,iqr,0.36264260467104764,33
ml,size,mad,0.27338793501088254,33
ml,size,mpd,0.57211641023285,33
ml,size,mpsd,0.7343760444235417,33
ml,size,projection,-0.5589912565618974,33
ml,size,quartile_deviation,0.5650471360352066,33
ml,size,range,0.5458150831578756,33
ml,size,rel_dispersion,0.11149817074425146,33
ml,size,rel_mpd,0.21340810125245036,33
ml,size,rel_mpsd,0.5258258088193575,33
ml,size,rel_std,0.25158491392926663,33
ml,size,rms_deviation,0.5842072256494333,33
ml,size,tukey,-0.5013473942438897,33
nl,checkpoint,aad,0.37276380746216364,33
nl,checkpoint,discrepancy,0.2897826403913835,32
nl,checkpoint,dispersion,0.3630627589752837,33
nl,checkpoint,dispersion_shifted,0.2684916204999577,33
nl,checkpoint,dist_std,0.36886512319797343,33
nl,checkpoint,gini,0.2416793755005906,33
nl,checkpoint,iqr,0.05080796909744651,33
nl,checkpoint,mad,0.3241960813913751,33
nl,checkpoint,mpd,0.3684496189985845,33
nl,checkpoint,mpsd,0.3099640013186959,33
nl,checkpoint,projection,-0.3052771981065428,33
nl,checkpoint,quartile_deviation,0.3487836583867441,33
nl,checkpoint,range,0.3630627589752837,33
nl,checkpoint,rel_dispersion,0.08656207962479363,33
nl,checkpoint,rel_mpd,0.08309321900834077,33
nl,checkpoint,rel_mpsd,0.1633482093917721,33
nl,checkpoint,rel_star_discrepancy,0.16500920228981641,32
nl,checkpoint,rel_std,0.09377069020998892,33
nl,checkpoint,rms_deviation,0.3687657202341405,33
nl,checkpoint,star_discrepancy,0.28023714468491157,32
nl,checkpoint,star_discrepancy_shifted,0.28394977098602575,32
nl,checkpoint,tukey,-0.39376588160050324,33
nl,size,aad,0.1824182529057282,33
nl,size,discrepancy,0.43044409778761505,32
nl,size,dispersion,0.21473396059392377,33
nl,size,dispersion_shifted,0.48110483644775615,33
nl,size,dist_std,0.21532277670044528,33
nl,size,gini,0.44455394609782495,33
nl,size,iqr,-0.11230393852953827,33
nl,size,mad,0.12636037283414844,33
nl,size,mpd,0.19433367239716123,33
nl,size,mpsd,0.009609166489128615,33
nl,size,projection,0.005644926845056472,33
nl,size,quartile_deviation,0.10456213938866483,33
nl,size,range,0.21473396059392377,33
nl,size,rel_dispersion,0.030508876483258344,33
nl,size,rel_mpd,-0.004625573932673216,33
nl,size,rel_mpsd,-0.13674494227039738,33
nl,size,rel_star_discrepancy,0.3930409693603746,32
nl,size,rel_std,0.010259350353461838,33
nl,size,rms_deviation,0.201677166095402,33
nl,size,star_discrepancy,0.46054576290506977,32
nl,size,star_discrepancy_shifted,0.5647271604891616,32
nl,size,tukey,-0.15865189869481378,33
pl,checkpoint,aad,0.3837152301048534,33
pl,checkpoint,discrepancy,0.13355198250084105,32
pl,checkpoint,dispersion,0.394232257583686,33
pl,checkpoint,dispersion_shifted,0.1728496695047308,33
pl,checkpoint,dist_std,0.3700340811236349,33
pl,checkpoint,gini,0.07923208703104014,33
pl,checkpoint,iqr,0.10742349107900397,33
pl,checkpoint,mad,0.3959243677851464,33
pl,checkpoint,mpd,0.39176258064792036,33
pl,checkpoint,mpsd,0.3712516934036843,33
pl,checkpoint,projection,-0.47374009265963113,33
pl,checkpoint,quartile_deviation,0.3941361038909602,33
pl,checkpoint,range,0.394232257583686,33
pl,checkpoint,rel_dispersion,0.10555681387068853,33
pl,checkpoint,rel_mpd,0.09881544066317874,33
pl,checkpoint,rel_mpsd,0.22287324455842553,33
pl,checkpoint,rel_star_discrepancy,0.11414423979668811,32
pl,checkpoint,rel_std,0.09627678402443662,33
pl,checkpoint,rms_deviation,0.38446616167842357,33
pl,checkpoint,star_discrepancy,0.14565295757038862,32
pl,checkpoint,star_discrepancy_shifted,-0.030082603777112762,32
pl,checkpoint,tukey,-0.49513776175315505,33
pl,size,aad,0.2810968516479977,33
pl,size,discrepancy,-0.28937691423392525,32
pl,size,dispersion,0.2631306816061809,33
pl,size,dispersion_shifted,-0.20803444065797436,33
pl,size,dist_std,0.2582899468840415,33
pl,size,gini,-0.23313709084252712,33
pl,size,iqr,-0.028450069557849275,33
pl,size,mad,0.312536325822167,33
pl,size,mpd,0.29113587671224445,33
pl,size,mpsd,0.42464086118492766,33
pl,size,projection,-0.5466478961958929,33
pl,size,quartile_deviation,0.266390848598966,33
pl,size,range,0.2631306816061809,33
pl,size,rel_dispersion,-0.0375745269357736,33
pl,size,rel_mpd,-0.0035017192723758293,33
pl,size,rel_mpsd,0.3098583938396832,33
pl,size,rel_star_discrepancy,-0.5703083388384148,32
pl,size,rel_std,-0.01535283522224636,33
pl,size,rms_deviation,0.2786976322362707,33
pl,size,star_discrepancy,-0.3617066622827834,32
pl,size,star_discrepancy_shifted,-0.4067083285069775,32
pl,size,tukey,-0.5558957648354405,33
pt,checkpoint,aad,0.3147501461447083,33
pt,checkpoint,discrepancy,0.30472976382036643,32
pt,checkpoint,dispersion,0.32477477924284115,33
pt,checkpoint,dispersion_shifted,0.349812826276815,33
pt,checkpoint,dist_std,0.3158970837319911,33
pt,checkpoint,gini,0.3153153098651484,33
pt,checkpoint,iqr,0.04119740721050556,33
pt,checkpoint,mad,0.24787830168328456,33
pt,checkpoint,mpd,0.3224746831100848,33
pt,checkpoint,mpsd,0.16467398262349311,33
pt,checkpoint,projection,-0.11685153931355319,33
pt,checkpoint,quartile_deviation,0.25702036230318415,33
pt,checkpoint,range,0.32477477924284115,33
pt,checkpoint,rel_dispersion,0.11560433816108542,33
pt,checkpoint,rel_mpd,0.10622574354162512,33
pt,checkpoint,rel_mpsd,0.012143093780090071,33
pt,checkpoint,rel_star_discrepancy,0.2425160265456386,32
pt,checkpoint,rel_std,0.10671961920321864,33
pt,checkpoint,rms_deviation,0.32059107099502915,33
pt,checkpoint,star_discrepancy,0.3042395970528889,32
pt,checkpoint,star_discrepancy_shifted,0.20322917152039033,32
pt,checkpoint,tukey,-0.2603217646913579,33
pt,size,aad,0.2997858890019423,33
pt,size,discrepancy,0.41520436810737854,32
pt,size,dispersion,0.2923163734041329,33
pt,size,dispersion_shifted,0.44887775660423773,33
pt,size,dist_std,0.29128676326144776,33
pt,size,gini,0.3586783442117023,33
pt,size,iqr,0.08205943362039607,33
pt,size,mad,0.22767585043090643,33
pt,size,mpd,0.3016752817497812,33
pt,size,mpsd,0.07060534051844881,33
pt,size,projection,-0.028222247919410283,33
pt,size,quartile_deviation,0.27667657403765444,33
pt,size,range,0.2923163734041329,33
pt,size,rel_dispersion,0.08960064952212518,33
pt,size,rel_mpd,0.09812614179225919,33
pt,size,rel_mpsd,-0.09309701404064209,33
pt,size,rel_star_discrepancy,0.3808059897167103,32
pt,size,rel_std,0.09620707320423413,33
pt,size,rms_deviation,0.2980274066994122,33
pt,size,star_discrepancy,0.41699874205944637,32
pt,size,star_discrepancy_shifted,0.18431016622325846,32
pt,size,tukey,-0.18141036338916255,33
ro,checkpoint,aad,0.2577405395174163,33
ro,checkpoint,discrepancy,0.20822955660563286,32
ro,checkpoint,dispersion,0.2564854814064121,33
ro,checkpoint,dispersion_shifted,0.15033051274111572,33
ro,checkpoint,dist_std,0.25534668085202916,33
ro,checkpoint,gini,0.1522711966504187,33
ro,checkpoint,iqr,-0.025510426132286084,33
ro,checkpoint,mad,0.24029415568526002,33
ro,checkpoint,mpd,0.25315777747034246,33
ro,checkpoint,mpsd,0.2318541063975552,33
ro,checkpoint,projection,-0.35587311373422165,33
ro,checkpoint,quartile_deviation,0.24396617764416473,33
ro,checkpoint,range,0.2564854814064121,33
ro,checkpoint,rel_dispersion,0.013384276276091232,33
ro,checkpoint,rel_mpd,-0.0005013608116262737,33
ro,checkpoint,rel_mpsd,0.10219033808478353,33
ro,checkpoint,rel_star_discrepancy,0.16337016699245172,32
ro,checkpoint,rel_std,0.007883231066866466,33
ro,checkpoint,rms_deviation,0.25427935043530087,33
ro,checkpoint,star_discrepancy,0.22191925480774644,32
ro,checkpoint,star_discrepancy_shifted,0.17424769776603752,32
ro,checkpoint,tukey,-0.32586401497411416,33
ro,size,aad,0.02844109395653533,33
ro,size,discrepancy,-0.09353766306791418,32
ro,size,dispersion,0.05347665397493291,33
ro,size,dispersion_shifted,0.02332473019378417,33
ro,size,dist_std,0.017914531104164803,33
ro,size,gini,-0.009786589701990865,33
ro,size,iqr,-0.09469950807161572,33
ro,size,mad,0.03794703397917767,33
ro,size,mpd,0.0437128211585055,33
ro,size,mpsd,0.031118726404506348,33
ro,size,projection,-0.13796097257877005,33
ro,size,quartile_deviation,0.02498834560269838,33
ro,size,range,0.05347665397493291,33
ro,size,rel_dispersion,-0.05547560607987989,33
ro,size,rel_mpd,-0.07077789975675447,33
ro,size,rel_mpsd,-0.03296264276759224,33
ro,size,rel_star_discrepancy,0.1111363827622344,32
ro,size,rel_std,-0.07830238137543265,33
ro,size,rms_deviation,0.03527760331924184,33
ro,size,star_discrepancy,-0.017991249843970422,32
ro,size,star_discrepancy_shifted,-0.18847174046482845,32
ro,size,tukey,0.051809444457967084,33
ru,checkpoint,aad,0.4470377285154688,33
ru,checkpoint,discrepancy,0.4067380161522774,32
ru,checkpoint,dispersion,0.4567899453986237,33
ru,checkpoint,dispersion_shifted,0.40209650708714817,33
ru,checkpoint,dist_std,0.5048916501162318,33
ru,checkpoint,gini,0.3239592172096233,33
ru,checkpoint,iqr,0.3404367305946341,33
ru,checkpoint,mad,0.37821605611207276,33
ru,checkpoint,mpd,0.4612666548820366,33
ru,checkpoint,mpsd,0.312113344578337,33
ru,checkpoint,projection,0.155080595327197,33
ru,checkpoint,quartile_deviation,0.35086138061273414,33
ru,checkpoint,range,0.4567899453986237,33
ru,checkpoint,rel_dispersion,0.4776123146953501,33
ru,checkpoint,rel_mpd,0.4970815809735005,33
ru,checkpoint,rel_mpsd,0.3054967525526014,33
ru,checkpoint,rel_star_discrepancy,0.3895093149483055,32
ru,checkpoint,rel_std,0.5200337161147666,33
ru,checkpoint,rms_deviation,0.48309954032213154,33
ru,checkpoint,star_discrepancy,0.4157630221231394,32
ru,checkpoint,star_discrepancy_shifted,0.37148677240523387,32
ru,checkpoint,tukey,0.11660779755664191,33
ru,size,aad,0.3195142338593925,33
ru,size,discrepancy,0.28195468899951026,32
ru,size,dispersion,0.35326707291698634,33
ru,size,dispersion_shifted,0.3138434665962452,33
ru,size,dist_std,0.4346123114296825,33
ru,size,gini,0.27514470599492585,33
ru,size,iqr,0.19286197079004863,33
ru,size,mad,0.2170327681711226,33
ru,size,mpd,0.3352663290681835,33
ru,size,mpsd,0.24668135568858016,33
ru,size,projection,0.18081567625776782,33
ru,size,quartile_deviation,0.18739785765352823,33
ru,size,range,0.35326707291698634,33
ru,size,rel_dispersion,0.4179266535372286,33
ru,size,rel_mpd,0.4057031719764982,33
ru,size,rel_mpsd,0.27269039005702095,33
ru,size,rel_star_discrepancy,0.3468376738206348,32
ru,size,rel_std,0.4619785262972215,33
ru,size,rms_deviation,0.3799456506578786,33
ru,size,star_discrepancy,0.3030801303398715,32
ru,size,star_discrepancy_shifted,0.478395502053623,32
ru,size,tukey,0.11595228746588922,33
sv,checkpoint,aad,0.12206843280800592,33
sv,checkpoint,discrepancy,-0.24474099522080772,32
sv,checkpoint,dispersion,0.12516830559575118,33
sv,checkpoint,dispersion_shifted,-0.22842935286166624,33
sv,checkpoint,dist_std,0.05663272610180899,33
sv,checkpoint,gini,-0.15150053815653972,33
sv,checkpoint,iqr,0.049808794926797434,33
sv,checkpoint,mad,0.3705284279561787,33
sv,checkpoint,mpd,0.16172946730032997,33
sv,checkpoint,mpsd,0.2692655444698969,33
sv,checkpoint,projection,-0.36476060395637877,33
sv,checkpoint,quartile_deviation,0.26224423630844684,33
sv,checkpoint,range,0.12516830559575118,33
sv,checkpoint,rel_dispersion,-0.0602457226988802,33
sv,checkpoint,rel_mpd,-0.008484521903534097,33
sv,checkpoint,rel_mpsd,0.22501378682308426,33
sv,checkpoint,rel_star_discrepancy,-0.13239649497092307,32
sv,checkpoint,rel_std,-0.06826851185608122,33
sv,checkpoint,rms_deviation,0.1152327889513184,33
sv,checkpoint,star_discrepancy,-0.22776362826633087,32
sv,checkpoint,star_discrepancy_shifted,-0.2771278421323374,32
sv,checkpoint,tukey,-0.4596584884824724,33
sv,size,aad,0.05226153178688587,33
sv,size,discrepancy,-0.10838993295755071,32
sv,size,dispersion,0.11429131915357342,33
sv,size,dispersion_shifted,-0.1239148609259963,33
sv,size,dist_std,0.06334846282918682,33
sv,size,gini,-0.12542199129193604,33
sv,size,iqr,-0.057412158263509226,33
sv,size,mad,0.09903754618559786,33
sv,size,mpd,0.08770246762903326,33
sv,size,mpsd,0.1670703467132101,33
sv,size,projection,-0.0022955281343235937,33
sv,size,quartile_deviation,0.005870947494201199,33
sv,size,range,0.11429131915357342,33
