task,size,percent,kind,da,n_pairs,passes_gate
global_piqa_parallel_cloze_ind_latn,175M,100,checkpoint,,0,False
global_piqa_parallel_cloze_ind_latn,175M,100,reference,0.1904761904761904,21,False
global_piqa_parallel_cloze_ind_latn,1B,10,checkpoint,0.3571428571428571,28,False
global_piqa_parallel_cloze_ind_latn,1B,10,reference,0.3214285714285714,28,False
global_piqa_parallel_cloze_ind_latn,1B,20,checkpoint,0.3928571428571428,28,False
global_piqa_parallel_cloze_ind_latn,1B,20,reference,0.5,28,False
global_piqa_parallel_cloze_ind_latn,1B,30,checkpoint,0.3214285714285714,28,False
global_piqa_parallel_cloze_ind_latn,1B,30,reference,0.5714285714285714,28,False
global_piqa_parallel_cloze_ind_latn,1B,40,checkpoint,0.5357142857142857,28,False
global_piqa_parallel_cloze_ind_latn,1B,40,reference,0.6071428571428571,28,False
global_piqa_parallel_cloze_ind_latn,1B,50,checkpoint,0.4285714285714285,28,False
global_piqa_parallel_cloze_ind_latn,1B,50,reference,0.6428571428571429,28,False
global_piqa_parallel_cloze_ind_latn,1B,60,checkpoint,0.5,28,False
global_piqa_parallel_cloze_ind_latn,1B,60,reference,0.5714285714285714,28,False
global_piqa_parallel_cloze_ind_latn,1B,70,checkpoint,0.5357142857142857,28,False
global_piqa_parallel_cloze_ind_latn,1B,70,reference,0.5357142857142857,28,False
global_piqa_parallel_cloze_ind_latn,1B,80,checkpoint,0.7142857142857143,28,False
global_piqa_parallel_cloze_ind_latn,1B,80,reference,0.5357142857142857,28,False
global_piqa_parallel_cloze_ind_latn,1B,90,checkpoint,0.6428571428571429,28,False
global_piqa_parallel_cloze_ind_latn,1B,90,reference,0.6071428571428571,28,False
global_piqa_parallel_cloze_ind_latn,1B,100,checkpoint,,0,False
global_piqa_parallel_cloze_ind_latn,1B,100,reference,0.5357142857142857,28,False
global_piqa_parallel_cloze_ind_latn,350M,10,checkpoint,0.3333333333333333,21,False
global_piqa_parallel_cloze_ind_latn,350M,10,reference,0.4761904761904761,21,False
global_piqa_parallel_cloze_ind_latn,350M,20,checkpoint,0.4285714285714285,21,False
global_piqa_parallel_cloze_ind_latn,350M,20,reference,0.4761904761904761,21,False
global_piqa_parallel_cloze_ind_latn,350M,30,checkpoint,0.3809523809523809,21,False
global_piqa_parallel_cloze_ind_latn,350M,30,reference,0.5238095238095238,21,False
global_piqa_parallel_cloze_ind_latn,350M,40,checkpoint,0.2857142857142857,21,False
global_piqa_parallel_cloze_ind_latn,350M,40,reference,0.4285714285714285,21,False
global_piqa_parallel_cloze_ind_latn,350M,50,checkpoint,0.4761904761904761,21,False
global_piqa_parallel_cloze_ind_latn,350M,50,reference,0.4285714285714285,21,False
global_piqa_parallel_cloze_ind_latn,350M,60,checkpoint,0.6666666666666666,21,False
global_piqa_parallel_cloze_ind_latn,350M,60,reference,0.5714285714285714,21,False
global_piqa_parallel_cloze_ind_latn,350M,70,checkpoint,0.3809523809523809,21,False
global_piqa_parallel_cloze_ind_latn,350M,70,reference,0.2857142857142857,21,False
global_piqa_parallel_cloze_ind_latn,350M,80,checkpoint,0.4285714285714285,21,False
global_piqa_parallel_cloze_ind_latn,350M,80,reference,0.3333333333333333,21,False
global_piqa_parallel_cloze_ind_latn,350M,90,checkpoint,0.7619047619047619,21,False
global_piqa_parallel_cloze_ind_latn,350M,90,reference,0.5238095238095238,21,False
global_piqa_parallel_cloze_ind_latn,350M,100,checkpoint,,0,False
global_piqa_parallel_cloze_ind_latn,350M,100,reference,0.5714285714285714,21,False
global_piqa_parallel_cloze_ind_latn,600M,10,checkpoint,0.2857142857142857,21,False
global_piqa_parallel_cloze_ind_latn,600M,10,reference,0.0952380952380952,21,False
global_piqa_parallel_cloze_ind_latn,600M,20,checkpoint,0.3809523809523809,21,False
global_piqa_parallel_cloze_ind_latn,600M,20,reference,0.4761904761904761,21,False
global_piqa_parallel_cloze_ind_latn,600M,30,checkpoint,0.3809523809523809,21,False
global_piqa_parallel_cloze_ind_latn,600M,30,reference,0.5238095238095238,21,False
global_piqa_parallel_cloze_ind_latn,600M,40,checkpoint,0.3333333333333333,21,False
global_piqa_parallel_cloze_ind_latn,600M,40,reference,0.4761904761904761,21,False
global_piqa_parallel_cloze_ind_latn,600M,50,checkpoint,0.6666666666666666,21,False
global_piqa_parallel_cloze_ind_latn,600M,50,reference,0.5238095238095238,21,False
global_piqa_parallel_cloze_ind_latn,600M,60,checkpoint,0.5238095238095238,21,False
global_piqa_parallel_cloze_ind_latn,600M,60,reference,0.1904761904761904,21,False
global_piqa_parallel_cloze_ind_latn,600M,70,checkpoint,0.8571428571428571,21,False
global_piqa_parallel_cloze_ind_latn,600M,70,reference,0.5714285714285714,21,False
global_piqa_parallel_cloze_ind_latn,600M,80,checkpoint,0.5714285714285714,21,False
global_piqa_parallel_cloze_ind_latn,600M,80,reference,0.6666666666666666,21,False
global_piqa_parallel_cloze_ind_latn,600M,90,checkpoint,0.5238095238095238,21,False
global_piqa_parallel_cloze_ind_latn,600M,90,reference,0.5238095238095238,21,False
global_piqa_parallel_cloze_ind_latn,600M,100,checkpoint,,0,False
global_piqa_parallel_cloze_ind_latn,600M,100,reference,0.4761904761904761,21,False
global_piqa_parallel_cloze_ita_latn,1.7B,10,checkpoint,0.6888888888888889,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,10,reference,0.6888888888888889,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,20,checkpoint,0.3111111111111111,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,20,reference,0.3111111111111111,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,30,checkpoint,0.4,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,30,reference,0.4,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,40,checkpoint,0.3777777777777777,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,40,reference,0.3777777777777777,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,50,checkpoint,0.4888888888888889,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,50,reference,0.4888888888888889,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,60,checkpoint,0.6,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,60,reference,0.6,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,70,checkpoint,0.6222222222222222,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,70,reference,0.6222222222222222,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,80,checkpoint,0.6444444444444445,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,80,reference,0.6444444444444445,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,90,checkpoint,0.3777777777777777,45,False
global_piqa_parallel_cloze_ita_latn,1.7B,90,reference,0.3777777777777777,45,False
global_piqa_parallel_cloze_ita_latn,175M,10,checkpoint,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,175M,10,reference,0.4166666666666667,36,False
global_piqa_parallel_cloze_ita_latn,175M,20,checkpoint,0.5,36,False
global_piqa_parallel_cloze_ita_latn,175M,20,reference,0.5833333333333334,36,False
global_piqa_parallel_cloze_ita_latn,175M,30,checkpoint,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,175M,30,reference,0.3888888888888889,36,False
global_piqa_parallel_cloze_ita_latn,175M,40,checkpoint,0.3055555555555556,36,False
global_piqa_parallel_cloze_ita_latn,175M,40,reference,0.3055555555555556,36,False
global_piqa_parallel_cloze_ita_latn,175M,50,checkpoint,0.4722222222222222,36,False
global_piqa_parallel_cloze_ita_latn,175M,50,reference,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,175M,60,checkpoint,0.6071428571428571,28,False
global_piqa_parallel_cloze_ita_latn,175M,60,reference,0.5357142857142857,28,False
global_piqa_parallel_cloze_ita_latn,175M,70,checkpoint,0.4166666666666667,36,False
global_piqa_parallel_cloze_ita_latn,175M,70,reference,0.5833333333333334,36,False
global_piqa_parallel_cloze_ita_latn,175M,80,checkpoint,0.5833333333333334,36,False
global_piqa_parallel_cloze_ita_latn,175M,80,reference,0.3611111111111111,36,False
global_piqa_parallel_cloze_ita_latn,175M,90,checkpoint,0.9444444444444444,36,False
global_piqa_parallel_cloze_ita_latn,175M,90,reference,0.3888888888888889,36,False
global_piqa_parallel_cloze_ita_latn,175M,100,checkpoint,,0,False
global_piqa_parallel_cloze_ita_latn,175M,100,reference,0.3888888888888889,36,False
global_piqa_parallel_cloze_ita_latn,1B,10,checkpoint,0.2222222222222222,36,False
global_piqa_parallel_cloze_ita_latn,1B,10,reference,0.3888888888888889,36,False
global_piqa_parallel_cloze_ita_latn,1B,20,checkpoint,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,1B,20,reference,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,1B,30,checkpoint,0.6666666666666666,36,False
global_piqa_parallel_cloze_ita_latn,1B,30,reference,0.3611111111111111,36,False
global_piqa_parallel_cloze_ita_latn,1B,40,checkpoint,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,1B,40,reference,0.3611111111111111,36,False
global_piqa_parallel_cloze_ita_latn,1B,50,checkpoint,0.5,36,False
global_piqa_parallel_cloze_ita_latn,1B,50,reference,0.5555555555555556,36,False
global_piqa_parallel_cloze_ita_latn,1B,60,checkpoint,0.1666666666666666,36,False
global_piqa_parallel_cloze_ita_latn,1B,60,reference,0.4166666666666667,36,False
global_piqa_parallel_cloze_ita_latn,1B,70,checkpoint,0.5555555555555556,36,False
global_piqa_parallel_cloze_ita_latn,1B,70,reference,0.4166666666666667,36,False
global_piqa_parallel_cloze_ita_latn,1B,80,checkpoint,0.4444444444444444,36,False
global_piqa_parallel_cloze_ita_latn,1B,80,reference,0.6944444444444444,36,False
global_piqa_parallel_cloze_ita_latn,1B,90,checkpoint,0.6666666666666666,36,False
global_piqa_parallel_cloze_ita_latn,1B,90,reference,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,1B,100,checkpoint,,0,False
global_piqa_parallel_cloze_ita_latn,1B,100,reference,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,350M,10,checkpoint,0.25,36,False
global_piqa_parallel_cloze_ita_latn,350M,10,reference,0.4722222222222222,36,False
global_piqa_parallel_cloze_ita_latn,350M,20,checkpoint,0.4444444444444444,36,False
global_piqa_parallel_cloze_ita_latn,350M,20,reference,0.3333333333333333,36,False
global_piqa_parallel_cloze_ita_latn,350M,30,checkpoint,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,350M,30,reference,0.3055555555555556,36,False
global_piqa_parallel_cloze_ita_latn,350M,40,checkpoint,0.6388888888888888,36,False
global_piqa_parallel_cloze_ita_latn,350M,40,reference,0.25,36,False
global_piqa_parallel_cloze_ita_latn,350M,50,checkpoint,0.6388888888888888,36,False
global_piqa_parallel_cloze_ita_latn,350M,50,reference,0.3333333333333333,36,False
global_piqa_parallel_cloze_ita_latn,350M,60,checkpoint,0.8055555555555556,36,False
global_piqa_parallel_cloze_ita_latn,350M,60,reference,0.3055555555555556,36,False
global_piqa_parallel_cloze_ita_latn,350M,70,checkpoint,0.7222222222222222,36,False
global_piqa_parallel_cloze_ita_latn,350M,70,reference,0.4166666666666667,36,False
global_piqa_parallel_cloze_ita_latn,350M,80,checkpoint,0.5555555555555556,36,False
global_piqa_parallel_cloze_ita_latn,350M,80,reference,0.5,36,False
global_piqa_parallel_cloze_ita_latn,350M,90,checkpoint,0.9166666666666666,36,False
global_piqa_parallel_cloze_ita_latn,350M,90,reference,0.3333333333333333,36,False
global_piqa_parallel_cloze_ita_latn,350M,100,checkpoint,,0,False
global_piqa_parallel_cloze_ita_latn,350M,100,reference,0.3055555555555556,36,False
global_piqa_parallel_cloze_ita_latn,600M,10,checkpoint,0.2777777777777778,36,False
global_piqa_parallel_cloze_ita_latn,600M,10,reference,0.5,36,False
global_piqa_parallel_cloze_ita_latn,600M,20,checkpoint,0.25,36,False
global_piqa_parallel_cloze_ita_latn,600M,20,reference,0.2222222222222222,36,False
global_piqa_parallel_cloze_ita_latn,600M,30,checkpoint,0.5277777777777778,36,False
global_piqa_parallel_cloze_ita_latn,600M,30,reference,0.4444444444444444,36,False
global_piqa_parallel_cloze_ita_latn,600M,40,checkpoint,0.3611111111111111,36,False
global_piqa_parallel_cloze_ita_latn,600M,40,reference,0.3611111111111111,36,False
global_piqa_parallel_cloze_ita_latn,600M,50,checkpoint,0.3333333333333333,36,False
global_piqa_parallel_cloze_ita_latn,600M,50,reference,0.4166666666666667,36,False
global_piqa_parallel_cloze_ita_latn,600M,60,checkpoint,0.1111111111111111,36,False
global_piqa_parallel_cloze_ita_latn,600M,60,reference,0.2222222222222222,36,False
global_piqa_parallel_cloze_ita_latn,600M,70,checkpoint,0.5,36,False
global_piqa_parallel_cloze_ita_latn,600M,70,reference,0.4444444444444444,36,False
global_piqa_parallel_cloze_ita_latn,600M,80,checkpoint,0.3055555555555556,36,False
global_piqa_parallel_cloze_ita_latn,600M,80,reference,0.4722222222222222,36,False
global_piqa_parallel_cloze_ita_latn,600M,90,checkpoint,0.6388888888888888,36,False
global_piqa_parallel_cloze_ita_latn,600M,90,reference,0.6111111111111112,36,False
global_piqa_parallel_cloze_ita_latn,600M,100,checkpoint,,0,False
global_piqa_parallel_cloze_ita_latn,600M,100,reference,0.5,36,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,10,checkpoint,0.3956043956043956,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,10,reference,0.3956043956043956,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,20,checkpoint,0.5714285714285714,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,20,reference,0.5714285714285714,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,30,checkpoint,0.4395604395604395,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,30,reference,0.4395604395604395,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,40,checkpoint,0.5714285714285714,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,40,reference,0.5714285714285714,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,50,checkpoint,0.4725274725274725,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,50,reference,0.4725274725274725,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,60,checkpoint,0.4505494505494505,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,60,reference,0.4505494505494505,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,70,checkpoint,0.2967032967032967,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,70,reference,0.2967032967032967,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,80,checkpoint,0.5384615384615384,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,80,reference,0.5384615384615384,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,90,checkpoint,0.5714285714285714,91,False
global_piqa_parallel_cloze_jpn_jpan,1.7B,90,reference,0.5714285714285714,91,False
global_piqa_parallel_cloze_jpn_jpan,175M,10,checkpoint,0.5272727272727272,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,10,reference,0.3090909090909091,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,20,checkpoint,0.5272727272727272,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,20,reference,0.509090909090909,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,30,checkpoint,0.4545454545454545,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,30,reference,0.3818181818181818,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,40,checkpoint,0.4909090909090909,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,40,reference,0.2181818181818181,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,50,checkpoint,0.3636363636363636,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,50,reference,0.3636363636363636,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,60,checkpoint,0.5555555555555556,45,False
global_piqa_parallel_cloze_jpn_jpan,175M,60,reference,0.2444444444444444,45,False
global_piqa_parallel_cloze_jpn_jpan,175M,70,checkpoint,0.6363636363636364,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,70,reference,0.2363636363636363,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,80,checkpoint,0.6,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,80,reference,0.2727272727272727,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,90,checkpoint,0.7454545454545455,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,90,reference,0.3090909090909091,55,False
global_piqa_parallel_cloze_jpn_jpan,175M,100,checkpoint,,0,False
global_piqa_parallel_cloze_jpn_jpan,175M,100,reference,0.3272727272727272,55,False
global_piqa_parallel_cloze_jpn_jpan,1B,10,checkpoint,0.3461538461538461,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,10,reference,0.3205128205128205,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,20,checkpoint,0.358974358974359,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,20,reference,0.3461538461538461,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,30,checkpoint,0.2179487179487179,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,30,reference,0.3717948717948718,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,40,checkpoint,0.3076923076923077,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,40,reference,0.3461538461538461,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,50,checkpoint,0.3846153846153846,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,50,reference,0.282051282051282,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,60,checkpoint,0.5384615384615384,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,60,reference,0.5,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,70,checkpoint,0.4487179487179487,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,70,reference,0.3205128205128205,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,80,checkpoint,0.5256410256410257,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,80,reference,0.5512820512820513,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,90,checkpoint,0.6410256410256411,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,90,reference,0.6923076923076923,78,False
global_piqa_parallel_cloze_jpn_jpan,1B,100,checkpoint,,0,False
global_piqa_parallel_cloze_jpn_jpan,1B,100,reference,0.5512820512820513,78,False
global_piqa_parallel_cloze_jpn_jpan,350M,10,checkpoint,0.509090909090909,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,10,reference,0.3272727272727272,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,20,checkpoint,0.2363636363636363,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,20,reference,0.2363636363636363,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,30,checkpoint,0.4545454545454545,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,30,reference,0.2,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,40,checkpoint,0.4727272727272727,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,40,reference,0.2545454545454545,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,50,checkpoint,0.3454545454545454,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,50,reference,0.3454545454545454,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,60,checkpoint,0.4909090909090909,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,60,reference,0.2909090909090909,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,70,checkpoint,0.6,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,70,reference,0.3454545454545454,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,80,checkpoint,0.7272727272727273,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,80,reference,0.2181818181818181,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,90,checkpoint,0.8181818181818182,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,90,reference,0.2727272727272727,55,False
global_piqa_parallel_cloze_jpn_jpan,350M,100,checkpoint,,0,False
global_piqa_parallel_cloze_jpn_jpan,350M,100,reference,0.3090909090909091,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,10,checkpoint,0.2909090909090909,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,10,reference,0.3090909090909091,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,20,checkpoint,0.2545454545454545,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,20,reference,0.5272727272727272,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,30,checkpoint,0.4181818181818181,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,30,reference,0.4181818181818181,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,40,checkpoint,0.3454545454545454,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,40,reference,0.3090909090909091,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,50,checkpoint,0.4727272727272727,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,50,reference,0.3090909090909091,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,60,checkpoint,0.6363636363636364,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,60,reference,0.2545454545454545,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,70,checkpoint,0.4909090909090909,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,70,reference,0.5272727272727272,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,80,checkpoint,0.7090909090909091,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,80,reference,0.4363636363636363,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,90,checkpoint,0.6727272727272727,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,90,reference,0.5454545454545454,55,False
global_piqa_parallel_cloze_jpn_jpan,600M,100,checkpoint,,0,False
global_piqa_parallel_cloze_jpn_jpan,600M,100,reference,0.4,55,False
global_piqa_parallel_cloze_kat_geor,1.7B,10,checkpoint,0.5333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,10,reference,0.5333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,20,checkpoint,0.5333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,20,reference,0.5333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,30,checkpoint,0.4,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,30,reference,0.4,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,40,checkpoint,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,40,reference,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,50,checkpoint,0.3333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,50,reference,0.3333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,60,checkpoint,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,60,reference,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,70,checkpoint,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,70,reference,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,80,checkpoint,0.8666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,80,reference,0.8666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,90,checkpoint,0.7333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1.7B,90,reference,0.7333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,175M,10,checkpoint,0.8333333333333334,6,False
global_piqa_parallel_cloze_kat_geor,175M,10,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,175M,20,checkpoint,0.6666666666666666,6,False
global_piqa_parallel_cloze_kat_geor,175M,20,reference,0.5,6,False
global_piqa_parallel_cloze_kat_geor,175M,30,checkpoint,1.0,6,False
global_piqa_parallel_cloze_kat_geor,175M,30,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,175M,40,checkpoint,1.0,6,False
global_piqa_parallel_cloze_kat_geor,175M,40,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,175M,50,checkpoint,0.8333333333333334,6,False
global_piqa_parallel_cloze_kat_geor,175M,50,reference,0.5,6,False
global_piqa_parallel_cloze_kat_geor,175M,60,checkpoint,0.6666666666666666,6,False
global_piqa_parallel_cloze_kat_geor,175M,60,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,175M,70,checkpoint,0.8333333333333334,6,False
global_piqa_parallel_cloze_kat_geor,175M,70,reference,0.5,6,False
global_piqa_parallel_cloze_kat_geor,175M,80,checkpoint,0.8333333333333334,6,False
global_piqa_parallel_cloze_kat_geor,175M,80,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,175M,90,checkpoint,0.8333333333333334,6,False
global_piqa_parallel_cloze_kat_geor,175M,90,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,175M,100,checkpoint,,0,False
global_piqa_parallel_cloze_kat_geor,175M,100,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,1B,10,checkpoint,0.2666666666666666,15,False
global_piqa_parallel_cloze_kat_geor,1B,10,reference,0.4,15,False
global_piqa_parallel_cloze_kat_geor,1B,20,checkpoint,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1B,20,reference,0.4,15,False
global_piqa_parallel_cloze_kat_geor,1B,30,checkpoint,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1B,30,reference,0.4,15,False
global_piqa_parallel_cloze_kat_geor,1B,40,checkpoint,0.6666666666666666,15,False
global_piqa_parallel_cloze_kat_geor,1B,40,reference,0.6,15,False
global_piqa_parallel_cloze_kat_geor,1B,50,checkpoint,0.6,15,False
global_piqa_parallel_cloze_kat_geor,1B,50,reference,0.3333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1B,60,checkpoint,0.1333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1B,60,reference,0.1333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1B,70,checkpoint,0.4666666666666667,15,False
global_piqa_parallel_cloze_kat_geor,1B,70,reference,0.3333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,1B,80,checkpoint,0.2666666666666666,15,False
global_piqa_parallel_cloze_kat_geor,1B,80,reference,0.6,15,False
global_piqa_parallel_cloze_kat_geor,1B,90,checkpoint,0.4,15,False
global_piqa_parallel_cloze_kat_geor,1B,90,reference,0.4,15,False
global_piqa_parallel_cloze_kat_geor,1B,100,checkpoint,,0,False
global_piqa_parallel_cloze_kat_geor,1B,100,reference,0.5333333333333333,15,False
global_piqa_parallel_cloze_kat_geor,350M,10,checkpoint,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,350M,10,reference,0.1666666666666666,6,False
global_piqa_parallel_cloze_kat_geor,350M,20,checkpoint,0.5,6,False
global_piqa_parallel_cloze_kat_geor,350M,20,reference,0.5,6,False
global_piqa_parallel_cloze_kat_geor,350M,30,checkpoint,0.6666666666666666,6,False
global_piqa_parallel_cloze_kat_geor,350M,30,reference,0.5,6,False
global_piqa_parallel_cloze_kat_geor,350M,40,checkpoint,0.5,6,False
global_piqa_parallel_cloze_kat_geor,350M,40,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,350M,50,checkpoint,0.5,6,False
global_piqa_parallel_cloze_kat_geor,350M,50,reference,0.1666666666666666,6,False
global_piqa_parallel_cloze_kat_geor,350M,60,checkpoint,0.5,6,False
global_piqa_parallel_cloze_kat_geor,350M,60,reference,0.3333333333333333,6,False
global_piqa_parallel_cloze_kat_geor,350M,70,checkpoint,0.5,6,False
