task,size,percent,kind,da,n_pairs,passes_gate
arc_ar,1.7B,10,checkpoint,0.6071428571428571,28,False
arc_ar,1.7B,10,reference,0.6071428571428571,28,False
arc_ar,1.7B,20,checkpoint,0.4285714285714285,28,False
arc_ar,1.7B,20,reference,0.4285714285714285,28,False
arc_ar,1.7B,30,checkpoint,0.3571428571428571,28,False
arc_ar,1.7B,30,reference,0.3571428571428571,28,False
arc_ar,1.7B,40,checkpoint,0.3571428571428571,28,False
arc_ar,1.7B,40,reference,0.3571428571428571,28,False
arc_ar,1.7B,50,checkpoint,0.2142857142857142,28,False
arc_ar,1.7B,50,reference,0.2142857142857142,28,False
arc_ar,1.7B,60,checkpoint,0.5714285714285714,28,False
arc_ar,1.7B,60,reference,0.5714285714285714,28,False
arc_ar,1.7B,70,checkpoint,0.7142857142857143,28,False
arc_ar,1.7B,70,reference,0.7142857142857143,28,False
arc_ar,1.7B,80,checkpoint,0.6785714285714286,28,False
arc_ar,1.7B,80,reference,0.6785714285714286,28,False
arc_ar,1.7B,90,checkpoint,0.3214285714285714,28,False
arc_ar,1.7B,90,reference,0.3214285714285714,28,False
arc_ar,175M,10,checkpoint,0.4761904761904761,21,False
arc_ar,175M,10,reference,0.5238095238095238,21,False
arc_ar,175M,20,checkpoint,0.5238095238095238,21,False
arc_ar,175M,20,reference,0.6190476190476191,21,False
arc_ar,175M,30,checkpoint,0.6190476190476191,21,False
arc_ar,175M,30,reference,0.1904761904761904,21,False
arc_ar,175M,40,checkpoint,0.7142857142857143,21,False
arc_ar,175M,40,reference,0.4761904761904761,21,False
arc_ar,175M,50,checkpoint,0.7619047619047619,21,False
arc_ar,175M,50,reference,0.4285714285714285,21,False
arc_ar,175M,60,checkpoint,0.7333333333333333,15,False
arc_ar,175M,60,reference,0.5333333333333333,15,False
arc_ar,175M,70,checkpoint,0.8095238095238095,21,False
arc_ar,175M,70,reference,0.4285714285714285,21,False
arc_ar,175M,80,checkpoint,0.8095238095238095,21,False
arc_ar,175M,80,reference,0.3809523809523809,21,False
arc_ar,175M,90,checkpoint,0.8571428571428571,21,False
arc_ar,175M,90,reference,0.3809523809523809,21,False
arc_ar,175M,100,checkpoint,,0,False
arc_ar,175M,100,reference,0.3809523809523809,21,False
arc_ar,1B,10,checkpoint,0.7142857142857143,28,False
arc_ar,1B,10,reference,0.4285714285714285,28,False
arc_ar,1B,20,checkpoint,0.3928571428571428,28,False
arc_ar,1B,20,reference,0.6428571428571429,28,False
arc_ar,1B,30,checkpoint,0.5357142857142857,28,False
arc_ar,1B,30,reference,0.3571428571428571,28,False
arc_ar,1B,40,checkpoint,0.7142857142857143,28,False
arc_ar,1B,40,reference,0.3571428571428571,28,False
arc_ar,1B,50,checkpoint,0.5,28,False
arc_ar,1B,50,reference,0.5714285714285714,28,False
arc_ar,1B,60,checkpoint,0.6428571428571429,28,False
arc_ar,1B,60,reference,0.5357142857142857,28,False
arc_ar,1B,70,checkpoint,0.4285714285714285,28,False
arc_ar,1B,70,reference,0.1785714285714285,28,False
arc_ar,1B,80,checkpoint,0.5714285714285714,28,False
arc_ar,1B,80,reference,0.5357142857142857,28,False
arc_ar,1B,90,checkpoint,0.5357142857142857,28,False
arc_ar,1B,90,reference,0.2857142857142857,28,False
arc_ar,1B,100,checkpoint,,0,False
arc_ar,1B,100,reference,0.4285714285714285,28,False
arc_ar,350M,10,checkpoint,0.5714285714285714,21,False
arc_ar,350M,10,reference,0.4285714285714285,21,False
arc_ar,350M,20,checkpoint,0.5714285714285714,21,False
arc_ar,350M,20,reference,0.5238095238095238,21,False
arc_ar,350M,30,checkpoint,0.6666666666666666,21,False
arc_ar,350M,30,reference,0.4285714285714285,21,False
arc_ar,350M,40,checkpoint,0.6666666666666666,21,False
arc_ar,350M,40,reference,0.5238095238095238,21,False
arc_ar,350M,50,checkpoint,0.5714285714285714,21,False
arc_ar,350M,50,reference,0.5714285714285714,21,False
arc_ar,350M,60,checkpoint,0.5238095238095238,21,False
arc_ar,350M,60,reference,0.6190476190476191,21,False
arc_ar,350M,70,checkpoint,0.7142857142857143,21,False
arc_ar,350M,70,reference,0.8095238095238095,21,False
arc_ar,350M,80,checkpoint,0.9047619047619048,21,False
arc_ar,350M,80,reference,0.6666666666666666,21,False
arc_ar,350M,90,checkpoint,0.7142857142857143,21,False
arc_ar,350M,90,reference,0.7142857142857143,21,False
arc_ar,350M,100,checkpoint,,0,False
arc_ar,350M,100,reference,0.6666666666666666,21,False
arc_ar,600M,10,checkpoint,0.7142857142857143,21,False
arc_ar,600M,10,reference,0.5714285714285714,21,False
arc_ar,600M,20,checkpoint,0.7142857142857143,21,False
arc_ar,600M,20,reference,0.1428571428571428,21,False
arc_ar,600M,30,checkpoint,0.5238095238095238,21,False
arc_ar,600M,30,reference,0.4761904761904761,21,False
arc_ar,600M,40,checkpoint,0.5238095238095238,21,False
arc_ar,600M,40,reference,0.6190476190476191,21,False
arc_ar,600M,50,checkpoint,0.3333333333333333,21,False
arc_ar,600M,50,reference,0.6190476190476191,21,False
arc_ar,600M,60,checkpoint,0.3333333333333333,21,False
arc_ar,600M,60,reference,0.5238095238095238,21,False
arc_ar,600M,70,checkpoint,0.4285714285714285,21,False
arc_ar,600M,70,reference,0.4285714285714285,21,False
arc_ar,600M,80,checkpoint,0.6666666666666666,21,False
arc_ar,600M,80,reference,0.238095238095238,21,False
arc_ar,600M,90,checkpoint,0.7142857142857143,21,False
arc_ar,600M,90,reference,0.3809523809523809,21,False
arc_ar,600M,100,checkpoint,,0,False
arc_ar,600M,100,reference,0.2857142857142857,21,False
arc_bn,1.7B,10,checkpoint,0.5714285714285714,28,False
arc_bn,1.7B,10,reference,0.5714285714285714,28,False
arc_bn,1.7B,20,checkpoint,0.5,28,False
arc_bn,1.7B,20,reference,0.5,28,False
arc_bn,1.7B,30,checkpoint,0.4285714285714285,28,False
arc_bn,1.7B,30,reference,0.4285714285714285,28,False
arc_bn,1.7B,40,checkpoint,0.4285714285714285,28,False
arc_bn,1.7B,40,reference,0.4285714285714285,28,False
arc_bn,1.7B,50,checkpoint,0.5,28,False
arc_bn,1.7B,50,reference,0.5,28,False
arc_bn,1.7B,60,checkpoint,0.6071428571428571,28,False
arc_bn,1.7B,60,reference,0.6071428571428571,28,False
arc_bn,1.7B,70,checkpoint,0.5714285714285714,28,False
arc_bn,1.7B,70,reference,0.5714285714285714,28,False
arc_bn,1.7B,80,checkpoint,0.4642857142857143,28,False
arc_bn,1.7B,80,reference,0.4642857142857143,28,False
arc_bn,1.7B,90,checkpoint,0.6071428571428571,28,False
arc_bn,1.7B,90,reference,0.6071428571428571,28,False
arc_bn,175M,10,checkpoint,0.2,15,False
arc_bn,175M,10,reference,0.3333333333333333,15,False
arc_bn,175M,20,checkpoint,0.4666666666666667,15,False
arc_bn,175M,20,reference,0.8,15,False
arc_bn,175M,30,checkpoint,0.4,15,False
arc_bn,175M,30,reference,0.3333333333333333,15,False
arc_bn,175M,40,checkpoint,0.6,15,False
arc_bn,175M,40,reference,0.5333333333333333,15,False
arc_bn,175M,50,checkpoint,0.4,15,False
arc_bn,175M,50,reference,0.4,15,False
arc_bn,175M,60,checkpoint,0.2,10,False
arc_bn,175M,60,reference,0.5,10,False
arc_bn,175M,70,checkpoint,0.5333333333333333,15,False
arc_bn,175M,70,reference,0.4666666666666667,15,False
arc_bn,175M,80,checkpoint,0.6666666666666666,15,False
arc_bn,175M,80,reference,0.3333333333333333,15,False
arc_bn,175M,90,checkpoint,0.8,15,False
arc_bn,175M,90,reference,0.4666666666666667,15,False
arc_bn,175M,100,checkpoint,,0,False
arc_bn,175M,100,reference,0.6666666666666666,15,False
arc_bn,1B,10,checkpoint,0.7142857142857143,28,False
arc_bn,1B,10,reference,0.5357142857142857,28,False
arc_bn,1B,20,checkpoint,0.7142857142857143,28,False
arc_bn,1B,20,reference,0.6785714285714286,28,False
arc_bn,1B,30,checkpoint,0.6785714285714286,28,False
arc_bn,1B,30,reference,0.5357142857142857,28,False
arc_bn,1B,40,checkpoint,0.5,28,False
arc_bn,1B,40,reference,0.3571428571428571,28,False
arc_bn,1B,50,checkpoint,0.5714285714285714,28,False
arc_bn,1B,50,reference,0.6428571428571429,28,False
arc_bn,1B,60,checkpoint,0.5714285714285714,28,False
arc_bn,1B,60,reference,0.5714285714285714,28,False
arc_bn,1B,70,checkpoint,0.5714285714285714,28,False
arc_bn,1B,70,reference,0.4642857142857143,28,False
arc_bn,1B,80,checkpoint,0.8214285714285714,28,False
arc_bn,1B,80,reference,0.5714285714285714,28,False
arc_bn,1B,90,checkpoint,0.8214285714285714,28,False
arc_bn,1B,90,reference,0.4642857142857143,28,False
arc_bn,1B,100,checkpoint,,0,False
arc_bn,1B,100,reference,0.4642857142857143,28,False
arc_bn,350M,10,checkpoint,0.2,15,False
arc_bn,350M,10,reference,0.8,15,False
arc_bn,350M,20,checkpoint,0.2666666666666666,15,False
arc_bn,350M,20,reference,0.6,15,False
arc_bn,350M,30,checkpoint,0.8,15,False
arc_bn,350M,30,reference,0.2,15,False
arc_bn,350M,40,checkpoint,0.8,15,False
arc_bn,350M,40,reference,0.2666666666666666,15,False
arc_bn,350M,50,checkpoint,0.6666666666666666,15,False
arc_bn,350M,50,reference,0.2,15,False
arc_bn,350M,60,checkpoint,0.8,15,False
arc_bn,350M,60,reference,0.1333333333333333,15,False
arc_bn,350M,70,checkpoint,0.8,15,False
arc_bn,350M,70,reference,0.2,15,False
arc_bn,350M,80,checkpoint,0.8666666666666667,15,False
arc_bn,350M,80,reference,0.4,15,False
arc_bn,350M,90,checkpoint,0.9333333333333332,15,False
arc_bn,350M,90,reference,0.2666666666666666,15,False
arc_bn,350M,100,checkpoint,,0,False
arc_bn,350M,100,reference,0.2666666666666666,15,False
arc_bn,600M,10,checkpoint,0.2666666666666666,15,False
arc_bn,600M,10,reference,0.5333333333333333,15,False
arc_bn,600M,20,checkpoint,0.6,15,False
arc_bn,600M,20,reference,0.8666666666666667,15,False
arc_bn,600M,30,checkpoint,0.2666666666666666,15,False
arc_bn,600M,30,reference,0.6666666666666666,15,False
arc_bn,600M,40,checkpoint,0.6666666666666666,15,False
arc_bn,600M,40,reference,0.5333333333333333,15,False
arc_bn,600M,50,checkpoint,0.3333333333333333,15,False
arc_bn,600M,50,reference,0.7333333333333333,15,False
arc_bn,600M,60,checkpoint,0.8666666666666667,15,False
arc_bn,600M,60,reference,0.4,15,False
arc_bn,600M,70,checkpoint,0.6666666666666666,15,False
arc_bn,600M,70,reference,0.5333333333333333,15,False
arc_bn,600M,80,checkpoint,0.7333333333333333,15,False
arc_bn,600M,80,reference,0.3333333333333333,15,False
arc_bn,600M,90,checkpoint,0.6,15,False
arc_bn,600M,90,reference,0.2666666666666666,15,False
arc_bn,600M,100,checkpoint,,0,False
arc_bn,600M,100,reference,0.4666666666666667,15,False
arc_challenge,1.7B,10,checkpoint,0.6013071895424836,153,True
arc_challenge,1.7B,10,reference,0.6013071895424836,153,True
arc_challenge,1.7B,20,checkpoint,0.7581699346405228,153,True
arc_challenge,1.7B,20,reference,0.7581699346405228,153,True
arc_challenge,1.7B,30,checkpoint,0.6143790849673203,153,True
arc_challenge,1.7B,30,reference,0.6143790849673203,153,True
arc_challenge,1.7B,40,checkpoint,0.7908496732026143,153,True
arc_challenge,1.7B,40,reference,0.7908496732026143,153,True
arc_challenge,1.7B,50,checkpoint,0.6797385620915033,153,True
arc_challenge,1.7B,50,reference,0.6797385620915033,153,True
arc_challenge,1.7B,60,checkpoint,0.6274509803921569,153,True
arc_challenge,1.7B,60,reference,0.6274509803921569,153,True
arc_challenge,1.7B,70,checkpoint,0.7647058823529411,153,True
arc_challenge,1.7B,70,reference,0.7647058823529411,153,True
arc_challenge,1.7B,80,checkpoint,0.6274509803921569,153,True
arc_challenge,1.7B,80,reference,0.6274509803921569,153,True
arc_challenge,1.7B,90,checkpoint,0.7908496732026143,153,True
arc_challenge,1.7B,90,reference,0.7908496732026143,153,True
arc_challenge,175M,10,checkpoint,0.4095238095238095,105,False
arc_challenge,175M,10,reference,0.4095238095238095,105,False
arc_challenge,175M,20,checkpoint,0.4857142857142857,105,False
arc_challenge,175M,20,reference,0.638095238095238,105,False
arc_challenge,175M,30,checkpoint,0.7333333333333333,105,False
arc_challenge,175M,30,reference,0.3809523809523809,105,False
arc_challenge,175M,40,checkpoint,0.638095238095238,105,False
arc_challenge,175M,40,reference,0.7047619047619048,105,False
arc_challenge,175M,50,checkpoint,0.6761904761904762,105,False
arc_challenge,175M,50,reference,0.5714285714285714,105,False
arc_challenge,175M,60,checkpoint,0.7362637362637363,91,False
arc_challenge,175M,60,reference,0.6373626373626373,91,False
arc_challenge,175M,70,checkpoint,0.7142857142857143,105,False
arc_challenge,175M,70,reference,0.5904761904761905,105,False
arc_challenge,175M,80,checkpoint,0.8285714285714286,105,False
arc_challenge,175M,80,reference,0.6,105,False
arc_challenge,175M,90,checkpoint,0.8571428571428571,105,False
arc_challenge,175M,90,reference,0.6190476190476191,105,False
arc_challenge,175M,100,checkpoint,,0,False
arc_challenge,175M,100,reference,0.5428571428571428,105,False
arc_challenge,1B,10,checkpoint,0.6166666666666667,120,True
arc_challenge,1B,10,reference,0.575,120,True
arc_challenge,1B,20,checkpoint,0.6666666666666666,120,True
arc_challenge,1B,20,reference,0.5916666666666667,120,True
arc_challenge,1B,30,checkpoint,0.65,120,True
arc_challenge,1B,30,reference,0.65,120,True
arc_challenge,1B,40,checkpoint,0.6916666666666667,120,True
arc_challenge,1B,40,reference,0.5583333333333333,120,True
arc_challenge,1B,50,checkpoint,0.6333333333333333,120,True
arc_challenge,1B,50,reference,0.6083333333333333,120,True
arc_challenge,1B,60,checkpoint,0.55,120,True
arc_challenge,1B,60,reference,0.7,120,True
arc_challenge,1B,70,checkpoint,0.7333333333333333,120,True
arc_challenge,1B,70,reference,0.8083333333333333,120,True
arc_challenge,1B,80,checkpoint,0.7333333333333333,120,True
arc_challenge,1B,80,reference,0.7916666666666666,120,True
arc_challenge,1B,90,checkpoint,0.8166666666666667,120,True
arc_challenge,1B,90,reference,0.725,120,True
arc_challenge,1B,100,checkpoint,,0,True
arc_challenge,1B,100,reference,0.6583333333333333,120,True
arc_challenge,350M,10,checkpoint,0.6,105,False
arc_challenge,350M,10,reference,0.6666666666666666,105,False
arc_challenge,350M,20,checkpoint,0.6857142857142857,105,False
arc_challenge,350M,20,reference,0.6095238095238096,105,False
arc_challenge,350M,30,checkpoint,0.6095238095238096,105,False
arc_challenge,350M,30,reference,0.4666666666666667,105,False
arc_challenge,350M,40,checkpoint,0.819047619047619,105,False
arc_challenge,350M,40,reference,0.6476190476190476,105,False
arc_challenge,350M,50,checkpoint,0.8,105,False
arc_challenge,350M,50,reference,0.5238095238095238,105,False
arc_challenge,350M,60,checkpoint,0.819047619047619,105,False
arc_challenge,350M,60,reference,0.638095238095238,105,False
arc_challenge,350M,70,checkpoint,0.819047619047619,105,False
arc_challenge,350M,70,reference,0.6095238095238096,105,False
arc_challenge,350M,80,checkpoint,0.8761904761904762,105,False
arc_challenge,350M,80,reference,0.6952380952380952,105,False
arc_challenge,350M,90,checkpoint,0.9333333333333332,105,False
arc_challenge,350M,90,reference,0.6190476190476191,105,False
arc_challenge,350M,100,checkpoint,,0,False
arc_challenge,350M,100,reference,0.6761904761904762,105,False
arc_challenge,600M,10,checkpoint,0.7523809523809524,105,True
arc_challenge,600M,10,reference,0.7047619047619048,105,True
arc_challenge,600M,20,checkpoint,0.5714285714285714,105,True
arc_challenge,600M,20,reference,0.6,105,True
arc_challenge,600M,30,checkpoint,0.6666666666666666,105,True
arc_challenge,600M,30,reference,0.5619047619047619,105,True
arc_challenge,600M,40,checkpoint,0.5428571428571428,105,True
arc_challenge,600M,40,reference,0.5238095238095238,105,True
arc_challenge,600M,50,checkpoint,0.7619047619047619,105,True
arc_challenge,600M,50,reference,0.6952380952380952,105,True
arc_challenge,600M,60,checkpoint,0.6285714285714286,105,True
arc_challenge,600M,60,reference,0.638095238095238,105,True
arc_challenge,600M,70,checkpoint,0.7428571428571429,105,True
arc_challenge,600M,70,reference,0.6761904761904762,105,True
arc_challenge,600M,80,checkpoint,0.780952380952381,105,True
arc_challenge,600M,80,reference,0.7333333333333333,105,True
arc_challenge,600M,90,checkpoint,0.8380952380952381,105,True
arc_challenge,600M,90,reference,0.7333333333333333,105,True
arc_challenge,600M,100,checkpoint,,0,True
arc_challenge,600M,100,reference,0.7428571428571429,105,True
arc_da,1.7B,10,checkpoint,0.5,6,True
arc_da,1.7B,10,reference,0.5,6,True
arc_da,1.7B,20,checkpoint,0.6666666666666666,6,True
arc_da,1.7B,20,reference,0.6666666666666666,6,True
arc_da,1.7B,30,checkpoint,0.8333333333333334,6,True
arc_da,1.7B,30,reference,0.8333333333333334,6,True
arc_da,1.7B,40,checkpoint,1.0,6,True
arc_da,1.7B,40,reference,1.0,6,True
arc_da,1.7B,50,checkpoint,1.0,6,True
arc_da,1.7B,50,reference,1.0,6,True
arc_da,1.7B,60,checkpoint,1.0,6,True
arc_da,1.7B,60,reference,1.0,6,True
arc_da,1.7B,70,checkpoint,0.6666666666666666,6,True
arc_da,1.7B,70,reference,0.6666666666666666,6,True
arc_da,1.7B,80,checkpoint,0.8333333333333334,6,True
arc_da,1.7B,80,reference,0.8333333333333334,6,True
arc_da,1.7B,90,checkpoint,0.8333333333333334,6,True
arc_da,1.7B,90,reference,0.8333333333333334,6,True
arc_da,175M,10,checkpoint,0.6666666666666666,6,False
arc_da,175M,10,reference,0.8333333333333334,6,False
arc_da,175M,20,checkpoint,0.5,6,False
arc_da,175M,20,reference,0.6666666666666666,6,False
arc_da,175M,30,checkpoint,0.1666666666666666,6,False
arc_da,175M,30,reference,0.1666666666666666,6,False
arc_da,175M,40,checkpoint,0.5,6,False
arc_da,175M,40,reference,0.5,6,False
arc_da,175M,50,checkpoint,0.6666666666666666,6,False
arc_da,175M,50,reference,0.6666666666666666,6,False
arc_da,175M,60,checkpoint,1.0,3,False
arc_da,175M,60,reference,1.0,3,False
arc_da,175M,70,checkpoint,0.6666666666666666,6,False
arc_da,175M,70,reference,0.6666666666666666,6,False
arc_da,175M,80,checkpoint,0.6666666666666666,6,False
arc_da,175M,80,reference,0.6666666666666666,6,False
arc_da,175M,90,checkpoint,1.0,6,False
arc_da,175M,90,reference,0.8333333333333334,6,False
arc_da,175M,100,checkpoint,,0,False
arc_da,175M,100,reference,0.8333333333333334,6,False
arc_da,1B,10,checkpoint,0.3333333333333333,6,False
arc_da,1B,10,reference,0.8333333333333334,6,False
arc_da,1B,20,checkpoint,0.5,6,False
arc_da,1B,20,reference,0.6666666666666666,6,False
arc_da,1B,30,checkpoint,0.5,6,False
arc_da,1B,30,reference,0.3333333333333333,6,False
arc_da,1B,40,checkpoint,0.5,6,False
arc_da,1B,40,reference,0.6666666666666666,6,False
arc_da,1B,50,checkpoint,0.3333333333333333,6,False
arc_da,1B,50,reference,0.8333333333333334,6,False
arc_da,1B,60,checkpoint,0.8333333333333334,6,False
arc_da,1B,60,reference,0.6666666666666666,6,False
arc_da,1B,70,checkpoint,0.5,6,False
arc_da,1B,70,reference,0.3333333333333333,6,False
arc_da,1B,80,checkpoint,0.8333333333333334,6,False
arc_da,1B,80,reference,0.6666666666666666,6,False
arc_da,1B,90,checkpoint,1.0,6,False
arc_da,1B,90,reference,0.5,6,False
arc_da,1B,100,checkpoint,,0,False
arc_da,1B,100,reference,0.5,6,False
arc_da,350M,10,checkpoint,0.5,6,False
arc_da,350M,10,reference,0.5,6,False
arc_da,350M,20,checkpoint,1.0,6,False
arc_da,350M,20,reference,0.0,6,False
arc_da,350M,30,checkpoint,0.6666666666666666,6,False
arc_da,350M,30,reference,0.3333333333333333,6,False
arc_da,350M,40,checkpoint,0.6666666666666666,6,False
arc_da,350M,40,reference,0.3333333333333333,6,False
arc_da,350M,50,checkpoint,0.3333333333333333,6,False
arc_da,350M,50,reference,0.6666666666666666,6,False
arc_da,350M,60,checkpoint,0.5,6,False
arc_da,350M,60,reference,0.5,6,False
arc_da,350M,70,checkpoint,0.6666666666666666,6,False
arc_da,350M,70,reference,0.3333333333333333,6,False
arc_da,350M,80,checkpoint,0.6666666666666666,6,False
arc_da,350M,80,reference,0.3333333333333333,6,False
arc_da,350M,90,checkpoint,0.8333333333333334,6,False
arc_da,350M,90,reference,0.1666666666666666,6,False
arc_da,350M,100,checkpoint,,0,False
arc_da,350M,100,reference,0.0,6,False
arc_da,600M,10,checkpoint,0.5,6,False
arc_da,600M,10,reference,0.8333333333333334,6,False
arc_da,600M,20,checkpoint,0.5,6,False
arc_da,600M,20,reference,0.5,6,False
arc_da,600M,30,checkpoint,0.8333333333333334,6,False
arc_da,600M,30,reference,0.5,6,False
arc_da,600M,40,checkpoint,0.3333333333333333,6,False
arc_da,600M,40,reference,0.8333333333333334,6,False
arc_da,600M,50,checkpoint,0.6666666666666666,6,False
arc_da,600M,50,reference,0.6666666666666666,6,False
arc_da,600M,60,checkpoint,0.5,6,False
arc_da,600M,60,reference,0.8333333333333334,6,False
arc_da,600M,70,checkpoint,0.8333333333333334,6,False
arc_da,600M,70,reference,0.5,6,False
arc_da,600M,80,checkpoint,1.0,6,False
arc_da,600M,80,reference,0.3333333333333333,6,False
arc_da,600M,90,checkpoint,0.8333333333333334,6,False
arc_da,600M,90,reference,0.5,6,False
arc_da,600M,100,checkpoint,,0,False
arc_da,600M,100,reference,0.3333333333333333,6,False
arc_de,1.7B,10,checkpoint,0.6703296703296703,91,True
arc_de,1.7B,10,reference,0.6703296703296703,91,True
arc_de,1.7B,20,checkpoint,0.5934065934065934,91,True
arc_de,1.7B,20,reference,0.5934065934065934,91,True
arc_de,1.7B,30,checkpoint,0.5054945054945055,91,True
arc_de,1.7B,30,reference,0.5054945054945055,91,True
arc_de,1.7B,40,checkpoint,0.5824175824175825,91,True
arc_de,1.7B,40,reference,0.5824175824175825,91,True
arc_de,1.7B,50,checkpoint,0.4945054945054945,91,True
arc_de,1.7B,50,reference,0.4945054945054945,91,True
arc_de,1.7B,60,checkpoint,0.6923076923076923,91,True
arc_de,1.7B,60,reference,0.6923076923076923,91,True
arc_de,1.7B,70,checkpoint,0.7142857142857143,91,True
arc_de,1.7B,70,reference,0.7142857142857143,91,True
arc_de,1.7B,80,checkpoint,0.6923076923076923,91,True
arc_de,1.7B,80,reference,0.6923076923076923,91,True
arc_de,1.7B,90,checkpoint,0.7802197802197802,91,True
arc_de,1.7B,90,reference,0.7802197802197802,91,True
arc_de,175M,10,checkpoint,0.6727272727272727,55,False
arc_de,175M,10,reference,0.3636363636363636,55,False
arc_de,175M,20,checkpoint,0.3454545454545454,55,False
arc_de,175M,20,reference,0.4181818181818181,55,False
arc_de,175M,30,checkpoint,0.5818181818181818,55,False
arc_de,175M,30,reference,0.5818181818181818,55,False
arc_de,175M,40,checkpoint,0.5272727272727272,55,False
arc_de,175M,40,reference,0.5636363636363636,55,False
arc_de,175M,50,checkpoint,0.5454545454545454,55,False
arc_de,175M,50,reference,0.6545454545454545,55,False
arc_de,175M,60,checkpoint,0.5555555555555556,45,False
arc_de,175M,60,reference,0.4888888888888889,45,False
arc_de,175M,70,checkpoint,0.7454545454545455,55,False
arc_de,175M,70,reference,0.6727272727272727,55,False
arc_de,175M,80,checkpoint,0.7818181818181819,55,False
arc_de,175M,80,reference,0.5636363636363636,55,False
arc_de,175M,90,checkpoint,0.8545454545454545,55,False
arc_de,175M,90,reference,0.5272727272727272,55,False
arc_de,175M,100,checkpoint,,0,False
arc_de,175M,100,reference,0.4545454545454545,55,False
arc_de,1B,10,checkpoint,0.5897435897435898,78,False
arc_de,1B,10,reference,0.4871794871794871,78,False
arc_de,1B,20,checkpoint,0.717948717948718,78,False
arc_de,1B,20,reference,0.6410256410256411,78,False
arc_de,1B,30,checkpoint,0.6666666666666666,78,False
arc_de,1B,30,reference,0.7948717948717948,78,False
arc_de,1B,40,checkpoint,0.6410256410256411,78,False
arc_de,1B,40,reference,0.5256410256410257,78,False
arc_de,1B,50,checkpoint,0.6153846153846154,78,False
arc_de,1B,50,reference,0.6923076923076923,78,False
arc_de,1B,60,checkpoint,0.6538461538461539,78,False
arc_de,1B,60,reference,0.5897435897435898,78,False
arc_de,1B,70,checkpoint,0.5384615384615384,78,False
arc_de,1B,70,reference,0.6794871794871795,78,False
arc_de,1B,80,checkpoint,0.717948717948718,78,False
arc_de,1B,80,reference,0.6410256410256411,78,False
arc_de,1B,90,checkpoint,0.8333333333333334,78,False
arc_de,1B,90,reference,0.6282051282051282,78,False
arc_de,1B,100,checkpoint,,0,False
arc_de,1B,100,reference,0.6794871794871795,78,False
arc_de,350M,10,checkpoint,0.5454545454545454,55,False
arc_de,350M,10,reference,0.4727272727272727,55,False
arc_de,350M,20,checkpoint,0.2909090909090909,55,False
arc_de,350M,20,reference,0.4181818181818181,55,False
arc_de,350M,30,checkpoint,0.3636363636363636,55,False
arc_de,350M,30,reference,0.4545454545454545,55,False
arc_de,350M,40,checkpoint,0.3272727272727272,55,False
arc_de,350M,40,reference,0.509090909090909,55,False
arc_de,350M,50,checkpoint,0.3818181818181818,55,False
arc_de,350M,50,reference,0.4181818181818181,55,False
arc_de,350M,60,checkpoint,0.5636363636363636,55,False
arc_de,350M,60,reference,0.6363636363636364,55,False
arc_de,350M,70,checkpoint,0.5454545454545454,55,False
arc_de,350M,70,reference,0.6181818181818182,55,False
arc_de,350M,80,checkpoint,0.7818181818181819,55,False
arc_de,350M,80,reference,0.5454545454545454,55,False
arc_de,350M,90,checkpoint,0.7636363636363637,55,False
arc_de,350M,90,reference,0.5454545454545454,55,False
arc_de,350M,100,checkpoint,,0,False
arc_de,350M,100,reference,0.5454545454545454,55,False
arc_de,600M,10,checkpoint,0.4,55,False
arc_de,600M,10,reference,0.4,55,False
arc_de,600M,20,checkpoint,0.5818181818181818,55,False
arc_de,600M,20,reference,0.7272727272727273,55,False
arc_de,600M,30,checkpoint,0.5272727272727272,55,False
arc_de,600M,30,reference,0.5636363636363636,55,False
arc_de,600M,40,checkpoint,0.6909090909090909,55,False
arc_de,600M,40,reference,0.5818181818181818,55,False
arc_de,600M,50,checkpoint,0.4727272727272727,55,False
arc_de,600M,50,reference,0.7636363636363637,55,False
arc_de,600M,60,checkpoint,0.6181818181818182,55,False
arc_de,600M,60,reference,0.6363636363636364,55,False
arc_de,600M,70,checkpoint,0.7272727272727273,55,False
arc_de,600M,70,reference,0.6545454545454545,55,False
arc_de,600M,80,checkpoint,0.8181818181818182,55,False
arc_de,600M,80,reference,0.6181818181818182,55,False
arc_de,600M,90,checkpoint,0.7454545454545455,55,False
arc_de,600M,90,reference,0.6,55,False
arc_de,600M,100,checkpoint,,0,False
arc_de,600M,100,reference,0.6727272727272727,55,False
arc_easy,1.7B,10,checkpoint,0.6797385620915033,153,True
arc_easy,1.7B,10,reference,0.6797385620915033,153,True
arc_easy,1.7B,20,checkpoint,0.5032679738562091,153,True
arc_easy,1.7B,20,reference,0.5032679738562091,153,True
arc_easy,1.7B,30,checkpoint,0.5751633986928104,153,True
arc_easy,1.7B,30,reference,0.5751633986928104,153,True
arc_easy,1.7B,40,checkpoint,0.6666666666666666,153,True
arc_easy,1.7B,40,reference,0.6666666666666666,153,True
arc_easy,1.7B,50,checkpoint,0.6078431372549019,153,True
arc_easy,1.7B,50,reference,0.6078431372549019,153,True
arc_easy,1.7B,60,checkpoint,0.6209150326797386,153,True
arc_easy,1.7B,60,reference,0.6209150326797386,153,True
arc_easy,1.7B,70,checkpoint,0.7320261437908496,153,True
arc_easy,1.7B,70,reference,0.7320261437908496,153,True
arc_easy,1.7B,80,checkpoint,0.6993464052287581,153,True
arc_easy,1.7B,80,reference,0.6993464052287581,153,True
