task,L,family,kind,n_rungs,gated_rungs,gated,slope,r2,rho,n_options
hellaswag_vi,30,hellaswag,benchmark,5,0,False,0.09922605137316898,0.9724050509004015,0.9999999999999999,4.0
hellaswag_vi,50,hellaswag,benchmark,5,0,False,0.1001983745840889,0.9706947997305493,0.9999999999999999,4.0
include_base_44_albanian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_arabic,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_arabic,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_arabic,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_azerbaijani,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_bengali,30,include_base_44,benchmark,2,3,True,,,,4.0
include_base_44_bengali,50,include_base_44,benchmark,2,3,True,,,,4.0
include_base_44_bulgarian,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_bulgarian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_chinese,8,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_chinese,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_chinese,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_chinese,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_croatian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_estonian,50,include_base_44,benchmark,3,2,False,0.2131879495638414,0.9244298220779134,1.0,4.0
include_base_44_finnish,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_finnish,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_french,8,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_french,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_french,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_french,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_georgian,50,include_base_44,benchmark,2,3,True,,,,4.0
include_base_44_german,8,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_german,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_german,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_german,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_greek,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_greek,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_hebrew,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_hindi,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_hindi,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_hungarian,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_hungarian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_indonesian,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_indonesian,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_indonesian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_italian,8,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_italian,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_italian,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_italian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_japanese,8,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_japanese,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_japanese,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_japanese,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_kazakh,50,include_base_44,benchmark,1,4,True,,,,4.0
include_base_44_korean,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_korean,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_lithuanian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_malay,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_malayalam,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_nepali,50,include_base_44,benchmark,2,3,True,,,,4.0
include_base_44_persian,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_persian,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_persian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_polish,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_polish,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_polish,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_portuguese,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_portuguese,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_portuguese,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_russian,2,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_russian,8,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_russian,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_russian,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_russian,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_serbian,50,include_base_44,benchmark,1,4,True,,,,4.0
include_base_44_spanish,8,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_spanish,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_spanish,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_spanish,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_tamil,50,include_base_44,benchmark,1,4,True,,,,4.0
include_base_44_turkish,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_turkish,50,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_ukrainian,30,include_base_44,benchmark,2,3,True,,,,4.0
include_base_44_ukrainian,50,include_base_44,benchmark,2,3,True,,,,4.0
include_base_44_urdu,50,include_base_44,benchmark,4,1,False,-0.017201018653253904,0.2803487273083065,-0.7999999999999999,4.0
include_base_44_vietnamese,15,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_vietnamese,30,include_base_44,benchmark,0,5,True,,,,4.0
include_base_44_vietnamese,50,include_base_44,benchmark,0,5,True,,,,4.0
lambada_openai_mt_de,8,lambada_openai_mt,benchmark,5,0,False,0.19505601180643106,0.9782539391815787,0.9999999999999999,
lambada_openai_mt_de,15,lambada_openai_mt,benchmark,5,0,False,0.20884904448271782,0.9886546791253009,0.9999999999999999,
lambada_openai_mt_de,30,lambada_openai_mt,benchmark,5,0,False,0.20089922769845434,0.9848219512005689,0.9999999999999999,
lambada_openai_mt_de,50,lambada_openai_mt,benchmark,5,0,False,0.19334811296448662,0.9621548002894662,0.9999999999999999,
lambada_openai_mt_en,1,lambada_openai_mt,benchmark,3,0,False,0.24908486005771602,0.9929112010941532,1.0,
lambada_openai_mt_en,2,lambada_openai_mt,benchmark,4,0,False,0.3386184502249626,0.9946383895533192,1.0,
lambada_openai_mt_en,8,lambada_openai_mt,benchmark,5,0,False,0.3980490781966588,0.9917902927058685,0.9999999999999999,
lambada_openai_mt_en,15,lambada_openai_mt,benchmark,5,0,False,0.35733606080917435,0.9932434407711572,0.9999999999999999,
lambada_openai_mt_en,30,lambada_openai_mt,benchmark,5,0,False,0.34771846629479386,0.9908268846839292,0.9999999999999999,
lambada_openai_mt_en,50,lambada_openai_mt,benchmark,5,0,False,0.35556975677119873,0.9916054081515229,0.9999999999999999,
lambada_openai_mt_es,8,lambada_openai_mt,benchmark,5,0,False,0.16934538811160732,0.9625615816966528,0.9999999999999999,
lambada_openai_mt_es,15,lambada_openai_mt,benchmark,5,0,False,0.16279093326795943,0.9694721771289498,0.9999999999999999,
lambada_openai_mt_es,30,lambada_openai_mt,benchmark,5,0,False,0.14433849390393355,0.9730724629122685,0.9999999999999999,
lambada_openai_mt_es,50,lambada_openai_mt,benchmark,5,0,False,0.13557100364165664,0.9289359377757669,0.9999999999999999,
lambada_openai_mt_fr,8,lambada_openai_mt,benchmark,5,0,False,0.2809247149450134,0.995019075560729,0.9999999999999999,
lambada_openai_mt_fr,15,lambada_openai_mt,benchmark,5,0,False,0.2734568667668453,0.9921095163400407,0.9999999999999999,
lambada_openai_mt_fr,30,lambada_openai_mt,benchmark,5,0,False,0.26374326714679136,0.9885318162327978,0.9999999999999999,
lambada_openai_mt_fr,50,lambada_openai_mt,benchmark,5,0,False,0.2475854615007751,0.9785140526229255,0.9999999999999999,
lambada_openai_mt_it,8,lambada_openai_mt,benchmark,5,0,False,0.2760414815966646,0.9931007907104804,0.9999999999999999,
lambada_openai_mt_it,15,lambada_openai_mt,benchmark,5,0,False,0.2715540113051525,0.9886530197560873,0.9999999999999999,
lambada_openai_mt_it,30,lambada_openai_mt,benchmark,5,0,False,0.26571779733611633,0.9947051934004247,0.9999999999999999,
lambada_openai_mt_it,50,lambada_openai_mt,benchmark,5,0,False,0.25298867225642513,0.9894416268671798,0.9999999999999999,
multiblimp_arb,15,multiblimp,benchmark,5,0,False,0.08274717372272727,0.8385862598201925,0.9999999999999999,2.0
multiblimp_arb,30,multiblimp,benchmark,5,0,False,0.10371004982412815,0.83839833943321,0.9999999999999999,2.0
multiblimp_arb,50,multiblimp,benchmark,5,0,False,0.0845902227643787,0.8682373780310599,0.9999999999999999,2.0
multiblimp_ben,30,multiblimp,benchmark,5,0,False,0.16421523656720527,0.5878016266393715,0.6708203932499368,2.0
multiblimp_ben,50,multiblimp,benchmark,5,0,False,0.10220808032520722,0.5692648316212622,0.6708203932499368,2.0
multiblimp_bul,30,multiblimp,benchmark,5,0,False,0.12659222183752364,0.8783268779887452,0.8999999999999998,2.0
multiblimp_bul,50,multiblimp,benchmark,5,0,False,0.11023345796793214,0.8400250930241491,0.9999999999999999,2.0
multiblimp_cat,50,multiblimp,benchmark,5,0,False,0.12931909583088935,0.9070406931127679,0.9999999999999999,2.0
multiblimp_ces,30,multiblimp,benchmark,5,0,False,0.19299881059985355,0.9231418721073192,0.9999999999999999,2.0
multiblimp_ces,50,multiblimp,benchmark,5,0,False,0.1738595812369323,0.9380239262869654,0.9999999999999999,2.0
multiblimp_dan,30,multiblimp,benchmark,5,0,False,0.016761857835395154,0.34717523600630595,0.5773502691896257,2.0
multiblimp_dan,50,multiblimp,benchmark,5,0,False,0.024655084632946637,0.7511340142183547,0.8660254037844386,2.0
multiblimp_deu,8,multiblimp,benchmark,5,0,False,0.053858039783666,0.7350106700141674,0.8999999999999998,2.0
multiblimp_deu,15,multiblimp,benchmark,5,0,False,0.06429136808213877,0.8551728873781412,0.8999999999999998,2.0
multiblimp_deu,30,multiblimp,benchmark,5,0,False,0.0714011348088892,0.8567553871381572,0.9999999999999999,2.0
multiblimp_deu,50,multiblimp,benchmark,5,0,False,0.055424853607856005,0.8284016285582457,0.8999999999999998,2.0
multiblimp_ell,30,multiblimp,benchmark,5,0,False,0.0849502475097702,0.7836756875618857,0.8999999999999998,2.0
multiblimp_ell,50,multiblimp,benchmark,5,0,False,0.08762764337953917,0.7859432948164561,0.9999999999999999,2.0
multiblimp_eng,1,multiblimp,benchmark,5,0,False,0.025191721284166444,0.7993279573108348,0.8207826816681233,2.0
multiblimp_eng,2,multiblimp,benchmark,5,0,False,0.03547494815031537,0.8901287694552952,0.9999999999999999,2.0
multiblimp_eng,8,multiblimp,benchmark,5,0,False,0.03933526415920921,0.9172460461766045,0.9999999999999999,2.0
multiblimp_eng,15,multiblimp,benchmark,5,0,False,0.041183053808547275,0.9330823819510463,0.9999999999999999,2.0
multiblimp_eng,30,multiblimp,benchmark,5,0,False,0.02785216082622069,0.9445830753125354,0.9746794344808964,2.0
multiblimp_eng,50,multiblimp,benchmark,5,0,False,0.02656274338715193,0.8951298123528982,0.8999999999999998,2.0
multiblimp_est,50,multiblimp,benchmark,5,0,False,0.22247947041190763,0.9466275122250551,0.9999999999999999,2.0
multiblimp_fas,15,multiblimp,benchmark,5,0,False,0.2308649873998258,0.9775265042836041,0.9999999999999999,2.0
multiblimp_fas,30,multiblimp,benchmark,5,0,False,0.22599757963164527,0.9677947894149702,0.9999999999999999,2.0
multiblimp_fas,50,multiblimp,benchmark,5,0,False,0.2287169450000541,0.9836155232803864,0.9999999999999999,2.0
multiblimp_fin,30,multiblimp,benchmark,5,0,False,0.19429927550166637,0.9237145242410716,0.9999999999999999,2.0
multiblimp_fin,50,multiblimp,benchmark,5,0,False,0.19035280104030824,0.8560696243380831,0.9999999999999999,2.0
multiblimp_fra,8,multiblimp,benchmark,5,0,False,0.04506884931949954,0.7414524793159898,0.9999999999999999,2.0
multiblimp_fra,15,multiblimp,benchmark,5,0,False,0.044614524887693505,0.8588163352700454,0.8999999999999998,2.0
multiblimp_fra,30,multiblimp,benchmark,5,0,False,0.03752579124854087,0.8738816014174655,0.9999999999999999,2.0
multiblimp_fra,50,multiblimp,benchmark,5,0,False,0.05373862527894691,0.7462402209659879,0.9999999999999999,2.0
multiblimp_heb,50,multiblimp,benchmark,5,0,False,0.12578132980692738,0.9899404636289862,0.9999999999999999,2.0
multiblimp_hin,30,multiblimp,benchmark,5,0,False,0.1129917346171538,0.8631022383473648,0.9999999999999999,2.0
multiblimp_hin,50,multiblimp,benchmark,5,0,False,0.12993838537047636,0.8513920988018548,0.8999999999999998,2.0
multiblimp_hun,30,multiblimp,benchmark,5,0,False,0.1259946429122313,0.9467412412812292,0.9999999999999999,2.0
multiblimp_hun,50,multiblimp,benchmark,5,0,False,0.08933869713460192,0.662108615078312,0.7999999999999999,2.0
multiblimp_ita,8,multiblimp,benchmark,5,0,False,0.12011581144088929,0.817565572382964,0.9999999999999999,2.0
multiblimp_ita,15,multiblimp,benchmark,5,0,False,0.1156836910362793,0.8749912993140283,0.9999999999999999,2.0
multiblimp_ita,30,multiblimp,benchmark,5,0,False,0.11859418516177661,0.8925931971633323,0.9999999999999999,2.0
multiblimp_ita,50,multiblimp,benchmark,5,0,False,0.1279107242033913,0.8331299709351825,0.9999999999999999,2.0
multiblimp_kat,50,multiblimp,benchmark,5,0,False,0.0278406448520813,0.44702869002121726,0.6668859288553501,2.0
multiblimp_kaz,50,multiblimp,benchmark,5,0,False,0.16266481053504614,0.7854576256556884,0.8999999999999998,2.0
multiblimp_lit,50,multiblimp,benchmark,5,0,False,0.12339199517491596,0.7994369289235055,0.9999999999999999,2.0
multiblimp_mar,50,multiblimp,benchmark,5,0,False,0.11178271337349985,0.5103607241914416,0.8999999999999998,2.0
multiblimp_nld,15,multiblimp,benchmark,5,0,False,0.09115143665523152,0.9537923331501336,0.9999999999999999,2.0
multiblimp_nld,30,multiblimp,benchmark,5,0,False,0.1192910677707626,0.9599005585000905,0.9999999999999999,2.0
multiblimp_nld,50,multiblimp,benchmark,5,0,False,0.09668951793920315,0.853107208929882,0.8999999999999998,2.0
multiblimp_pol,15,multiblimp,benchmark,5,0,False,0.16481081446709728,0.9256113231349196,0.9999999999999999,2.0
multiblimp_pol,30,multiblimp,benchmark,5,0,False,0.1622542457506612,0.9258241585890169,0.9999999999999999,2.0
multiblimp_pol,50,multiblimp,benchmark,5,0,False,0.1533410678777103,0.8610788167462757,0.9999999999999999,2.0
multiblimp_por,15,multiblimp,benchmark,5,0,False,0.07355081974952711,0.8883099107017672,0.9999999999999999,2.0
multiblimp_por,30,multiblimp,benchmark,5,0,False,0.10013055256151579,0.8812566672360995,0.9999999999999999,2.0
multiblimp_por,50,multiblimp,benchmark,5,0,False,0.08032711987317909,0.921286600055309,0.9999999999999999,2.0
multiblimp_ron,30,multiblimp,benchmark,5,0,False,0.11342665309596363,0.9393317635202991,0.9999999999999999,2.0
multiblimp_ron,50,multiblimp,benchmark,5,0,False,0.11377499821072264,0.9405431804897961,0.9999999999999999,2.0
multiblimp_rus,2,multiblimp,benchmark,5,0,False,0.05036850244460389,0.7184867426269872,0.9999999999999999,2.0
multiblimp_rus,8,multiblimp,benchmark,5,0,False,0.08313843199688795,0.8283223093109802,0.9999999999999999,2.0
multiblimp_rus,15,multiblimp,benchmark,5,0,False,0.081039305757912,0.8797126782298277,0.9999999999999999,2.0
multiblimp_rus,30,multiblimp,benchmark,5,0,False,0.0872158273600646,0.891814715674829,0.9999999999999999,2.0
multiblimp_rus,50,multiblimp,benchmark,5,0,False,0.07269920497588735,0.8560321788168935,0.9999999999999999,2.0
multiblimp_slk,50,multiblimp,benchmark,5,0,False,0.2252720643402595,0.8835388107730977,0.9999999999999999,2.0
multiblimp_slv,50,multiblimp,benchmark,5,0,False,0.12191565408247156,0.9266218476322051,0.9999999999999999,2.0
multiblimp_spa,8,multiblimp,benchmark,5,0,False,0.057491052806031055,0.8544054831513713,0.8999999999999998,2.0
multiblimp_spa,15,multiblimp,benchmark,5,0,False,0.0596944847245543,0.9310441919457293,0.9999999999999999,2.0
multiblimp_spa,30,multiblimp,benchmark,5,0,False,0.060927599581852,0.9027987154638967,0.9999999999999999,2.0
multiblimp_spa,50,multiblimp,benchmark,5,0,False,0.06040978684272079,0.9338986313527008,0.9999999999999999,2.0
multiblimp_swe,30,multiblimp,benchmark,5,0,False,-0.002020271963370847,0.12226135019549422,-0.35355339059327373,2.0
multiblimp_swe,50,multiblimp,benchmark,5,0,False,-1.699219442753157e-16,,,2.0
multiblimp_tam,50,multiblimp,benchmark,5,0,False,0.06341565247414781,0.8970988030480378,0.9999999999999999,2.0
multiblimp_tur,30,multiblimp,benchmark,5,0,False,0.14624125428426857,0.8980117574219137,0.9999999999999999,2.0
multiblimp_tur,50,multiblimp,benchmark,5,0,False,0.11897181363792995,0.9568733301755475,0.9999999999999999,2.0
multiblimp_ukr,30,multiblimp,benchmark,5,0,False,0.1301022704026932,0.9114308980102173,0.9999999999999999,2.0
multiblimp_ukr,50,multiblimp,benchmark,5,0,False,0.12368119401143471,0.8823290648466011,0.9999999999999999,2.0
multiblimp_urd,50,multiblimp,benchmark,5,0,False,0.10193217459936199,0.9583668711998586,0.9999999999999999,2.0
paws_ca,50,paws,benchmark,5,0,False,0.044658542532527844,0.31226395937752605,0.6,2.0
paws_de,8,paws,benchmark,2,3,True,,,,2.0
paws_de,15,paws,benchmark,2,3,True,,,,2.0
paws_de,30,paws,benchmark,2,3,True,,,,2.0
paws_de,50,paws,benchmark,2,3,True,,,,2.0
paws_en,1,paws,benchmark,3,0,False,0.2710098643748447,0.9967253543963527,1.0,2.0
paws_en,2,paws,benchmark,4,0,False,0.1558963615052673,0.855457451752752,1.0,2.0
paws_en,8,paws,benchmark,4,1,False,0.10026920857633412,0.9258634386352802,1.0,2.0
paws_en,15,paws,benchmark,4,1,False,0.14229137268607042,0.7217429696896722,0.7999999999999999,2.0
paws_en,30,paws,benchmark,4,1,False,0.10132719920708348,0.5523418919555201,0.7999999999999999,2.0
paws_en,50,paws,benchmark,4,1,False,0.10546153619951344,0.672992664497104,1.0,2.0
paws_es,8,paws,benchmark,3,2,False,0.10430767886242136,0.8942327002111845,1.0,2.0
paws_es,15,paws,benchmark,3,2,False,0.17344627831992185,0.9965527308033665,1.0,2.0
paws_es,30,paws,benchmark,3,2,False,0.12274105425614065,0.9993541726940403,1.0,2.0
paws_es,50,paws,benchmark,3,2,False,0.21168615673983407,0.948405877794236,1.0,2.0
paws_fr,8,paws,benchmark,2,3,True,,,,2.0
paws_fr,15,paws,benchmark,2,3,True,,,,2.0
paws_fr,30,paws,benchmark,2,3,True,,,,2.0
paws_fr,50,paws,benchmark,2,3,True,,,,2.0
paws_ja,8,paws,benchmark,0,5,True,,,,2.0
paws_ja,15,paws,benchmark,0,5,True,,,,2.0
paws_ja,30,paws,benchmark,0,5,True,,,,2.0
paws_ja,50,paws,benchmark,0,5,True,,,,2.0
paws_ko,30,paws,benchmark,0,5,True,,,,2.0
paws_ko,50,paws,benchmark,0,5,True,,,,2.0
paws_zh,8,paws,benchmark,0,5,True,,,,2.0
paws_zh,15,paws,benchmark,0,5,True,,,,2.0
paws_zh,30,paws,benchmark,0,5,True,,,,2.0
paws_zh,50,paws,benchmark,0,5,True,,,,2.0
train_loss,1,loss,loss,5,0,False,-0.7862770910805633,0.9361032736904883,-0.9999999999999999,
train_loss,2,loss,loss,5,0,False,-0.8150273545411688,0.9384159190905708,-0.9999999999999999,
train_loss,8,loss,loss,5,0,False,-0.8906834166417399,0.9409077156068257,-0.9999999999999999,
train_loss,15,loss,loss,5,0,False,-0.8920922165197808,0.9649586861554028,-0.9999999999999999,
train_loss,30,loss,loss,5,0,False,-0.8584968841190481,0.9347135594173521,-0.9999999999999999,
train_loss,50,loss,loss,5,0,False,-0.8888094979588096,0.9537278145745554,-0.9999999999999999,
truthfulqa-multi_mc1_en,1,truthfulqa-multi_mc1,benchmark,0,3,True,,,,4.0
truthfulqa-multi_mc1_en,2,truthfulqa-multi_mc1,benchmark,0,4,True,,,,4.0
truthfulqa-multi_mc1_en,8,truthfulqa-multi_mc1,benchmark,0,5,True,,,,4.0
truthfulqa-multi_mc1_en,15,truthfulqa-multi_mc1,benchmark,0,5,True,,,,4.0
truthfulqa-multi_mc1_en,30,truthfulqa-multi_mc1,benchmark,0,5,True,,,,4.0
truthfulqa-multi_mc1_en,50,truthfulqa-multi_mc1,benchmark,0,5,True,,,,4.0
truthfulqa-multi_mc1_es,8,truthfulqa-multi_mc1,benchmark,0,5,True,,,,4.0
truthfulqa-multi_mc1_es,15,truthfulqa-multi_mc1,benchmark,0,5,True,,,,4.0
truthfulqa-multi_mc1_es,30,truthfulqa-multi_mc1,benchmark,0,5,True,,,,4.0
truthfulqa-multi_mc1_es,50,truthfulqa-multi_mc1,benchmark,0,5,True,,,,4.0
xcopa_et,50,xcopa,benchmark,2,3,True,,,,2.0
xcopa_id,15,xcopa,benchmark,5,0,False,0.14309490958944815,0.9618048903307586,0.9999999999999999,2.0
xcopa_id,30,xcopa,benchmark,5,0,False,0.15324365879906282,0.8720264183888229,0.9999999999999999,2.0
xcopa_id,50,xcopa,benchmark,5,0,False,0.15075462891072275,0.9609836390566817,0.9999999999999999,2.0
xcopa_it,8,xcopa,benchmark,4,1,False,0.1577792720864465,0.9586703416890525,1.0,2.0
xcopa_it,15,xcopa,benchmark,4,1,False,0.18968153104815938,0.9650224020600442,1.0,2.0
xcopa_it,30,xcopa,benchmark,4,1,False,0.16106436589320666,0.8513229264907856,1.0,2.0
xcopa_it,50,xcopa,benchmark,4,1,False,0.1588028532538172,0.9912501314578838,1.0,2.0
xcopa_ta,50,xcopa,benchmark,5,0,False,0.008223286690111426,0.07203396279617535,0.5642880936468347,2.0
xcopa_th,30,xcopa,benchmark,5,0,False,0.013625909702365397,0.23173959956239676,0.41039134083406165,2.0
xcopa_th,50,xcopa,benchmark,5,0,False,0.012474826578948207,0.17915909106997063,0.3,2.0
xcopa_tr,30,xcopa,benchmark,5,0,False,0.040566982597396585,0.7069037802881324,0.8999999999999998,2.0
xcopa_tr,50,xcopa,benchmark,5,0,False,0.011319303827153128,0.09732968116849716,0.3,2.0
xcopa_vi,15,xcopa,benchmark,4,1,False,0.21671081914496876,0.9954024908618524,1.0,2.0
xcopa_vi,30,xcopa,benchmark,4,1,False,0.17566135588982526,0.8530524299136091,0.7999999999999999,2.0
xcopa_vi,50,xcopa,benchmark,4,1,False,0.18005384381922207,0.885613940491078,0.7999999999999999,2.0
xcopa_zh,8,xcopa,benchmark,4,1,False,0.15366543573542035,0.8284030685857303,1.0,2.0
xcopa_zh,15,xcopa,benchmark,4,1,False,0.16641059086058563,0.9241641794911467,1.0,2.0
xcopa_zh,30,xcopa,benchmark,4,1,False,0.1821596528853068,0.9351205924544305,1.0,2.0
xcopa_zh,50,xcopa,benchmark,4,1,False,0.1834933196498194,0.9782141976039521,1.0,2.0
xnli_ar,15,xnli,benchmark,0,5,True,,,,3.0
xnli_ar,30,xnli,benchmark,0,5,True,,,,3.0
xnli_ar,50,xnli,benchmark,0,5,True,,,,3.0
xnli_bg,30,xnli,benchmark,5,0,False,0.09725998664152236,0.8381318094260142,0.8999999999999998,3.0
xnli_bg,50,xnli,benchmark,5,0,False,0.13442801727147283,0.9400869663779062,0.8999999999999998,3.0
xnli_ca,50,xnli,benchmark,5,0,False,0.1387788081342308,0.9181099294198205,0.9999999999999999,3.0
xnli_de,8,xnli,benchmark,4,1,False,0.07059022941064935,0.8785574038128094,1.0,3.0
xnli_de,15,xnli,benchmark,4,1,False,0.07735447738636851,0.925512585309899,1.0,3.0
xnli_de,30,xnli,benchmark,4,1,False,0.07549604729773678,0.9648622835554361,1.0,3.0
xnli_de,50,xnli,benchmark,4,1,False,0.07131853218718241,0.7504639283197749,0.7999999999999999,3.0
xnli_el,30,xnli,benchmark,4,1,False,0.057361693938975444,0.5593550767688454,0.7999999999999999,3.0
xnli_el,50,xnli,benchmark,4,1,False,0.06291178192985629,0.6080430867879159,0.7999999999999999,3.0
xnli_en,1,xnli,benchmark,5,0,False,0.11776602490337716,0.8437208794600719,0.8999999999999998,3.0
xnli_en,2,xnli,benchmark,5,0,False,0.11025710052493161,0.9488413235784224,0.8999999999999998,3.0
xnli_en,8,xnli,benchmark,5,0,False,0.10580213276219443,0.84676356168279,0.8999999999999998,3.0
xnli_en,15,xnli,benchmark,5,0,False,0.10021284481280741,0.9052805736034234,0.9999999999999999,3.0
xnli_en,30,xnli,benchmark,5,0,False,0.08937202174041359,0.9425089438316824,0.9999999999999999,3.0
xnli_en,50,xnli,benchmark,5,0,False,0.08789121456820728,0.6014778210284111,0.7,3.0
xnli_es,8,xnli,benchmark,5,0,False,0.11064217918276961,0.9469762591527672,0.8999999999999998,3.0
xnli_es,15,xnli,benchmark,5,0,False,0.11697177587878577,0.9063262822734163,0.8999999999999998,3.0
xnli_es,30,xnli,benchmark,5,0,False,0.08540562111158037,0.7816386703303981,0.7,3.0
xnli_es,50,xnli,benchmark,5,0,False,0.10611967352044047,0.8821119703212643,0.8999999999999998,3.0
xnli_fr,8,xnli,benchmark,5,0,False,0.11490612125649671,0.882831839982063,0.8999999999999998,3.0
xnli_fr,15,xnli,benchmark,5,0,False,0.12144529428995468,0.8842062824790856,0.9999999999999999,3.0
xnli_fr,30,xnli,benchmark,5,0,False,0.12707752640720135,0.9477296822638608,0.9999999999999999,3.0
xnli_fr,50,xnli,benchmark,5,0,False,0.14096745312436795,0.9849410601144164,0.9999999999999999,3.0
xnli_hi,30,xnli,benchmark,4,1,False,0.14236548578158606,0.9579437314711172,1.0,3.0
xnli_hi,50,xnli,benchmark,4,1,False,0.1253468696973795,0.9699708488830221,1.0,3.0
xnli_ru,2,xnli,benchmark,5,0,False,0.12096341367220352,0.9867998057994163,0.9999999999999999,3.0
xnli_ru,8,xnli,benchmark,5,0,False,0.13583808720071053,0.9281742029170426,0.9999999999999999,3.0
xnli_ru,15,xnli,benchmark,5,0,False,0.0954408330508513,0.9167125613848344,0.8999999999999998,3.0
xnli_ru,30,xnli,benchmark,5,0,False,0.11513535442029148,0.9068674345429766,0.8999999999999998,3.0
xnli_ru,50,xnli,benchmark,5,0,False,0.09591163201858395,0.8956840454362698,0.9999999999999999,3.0
xnli_th,30,xnli,benchmark,4,1,False,0.10876125086935608,0.9727112767023367,1.0,3.0
xnli_th,50,xnli,benchmark,4,1,False,0.0834866736254622,0.44839159066379863,0.39999999999999997,3.0
xnli_tr,30,xnli,benchmark,4,1,False,0.09735883433755867,0.871695848152533,0.7999999999999999,3.0
xnli_tr,50,xnli,benchmark,4,1,False,0.1073337601570197,0.9309889657733246,1.0,3.0
xnli_ur,50,xnli,benchmark,2,3,True,,,,3.0
xnli_vi,15,xnli,benchmark,5,0,False,0.1197916460017353,0.9613762243899762,0.9999999999999999,3.0
xnli_vi,30,xnli,benchmark,5,0,False,0.10298875729452467,0.722629159223495,0.7,3.0
xnli_vi,50,xnli,benchmark,5,0,False,0.07361370774278206,0.719665243361996,0.8999999999999998,3.0
xnli_zh,8,xnli,benchmark,1,4,True,,,,3.0
xnli_zh,15,xnli,benchmark,1,4,True,,,,3.0
