intervention,label,population,L,proxy_size,frac,reference_size,n_items,decision_acc,n_decided,decision_acc_decided,mean_abs_delta_proxy,mean_abs_delta_ref,reference_prefers
arch,depth (deep vs shallow),bpb_macro,30,1B,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,350M,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,600M,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1B,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,1.7B,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,30,175M,1.0,1.7B,1,1.0,0,,0.119888,0.0069240000000001,deep
arch,depth (deep vs shallow),bpb_macro,30,350M,1.0,1.7B,1,0.0,0,,0.0076249999999999,0.0069240000000001,deep
arch,depth (deep vs shallow),bpb_macro,30,600M,1.0,1.7B,1,0.0,0,,0.0107269999999999,0.0069240000000001,deep
arch,depth (deep vs shallow),bpb_macro,30,1B,1.0,1.7B,1,1.0,0,,0.0020279999999999,0.0069240000000001,deep
arch,depth (deep vs shallow),loss,30,175M,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.5,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,350M,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,600M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,1B,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,30,1.7B,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,30,175M,1.0,1.7B,1,1.0,0,,0.1838000000000001,0.0188000000000001,deep
arch,depth (deep vs shallow),loss,30,350M,1.0,1.7B,1,1.0,0,,0.0363000000000002,0.0188000000000001,deep
arch,depth (deep vs shallow),loss,30,600M,1.0,1.7B,1,0.0,0,,0.0081000000000002,0.0188000000000001,deep
arch,depth (deep vs shallow),loss,30,1B,1.0,1.7B,1,1.0,0,,0.0070999999999998,0.0188000000000001,deep
arch,depth (deep vs shallow),bpb_trained,50,175M,0.1,1.7B,50,0.64,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.1,1.7B,50,0.02,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.1,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.1,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.1,1.7B,50,0.26,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,0.2,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.2,1.7B,50,0.06,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.2,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.2,1.7B,50,0.04,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.2,1.7B,50,0.92,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,0.3,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.3,1.7B,50,0.02,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.3,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.3,1.7B,50,0.14,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.3,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,0.4,1.7B,50,0.98,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.4,1.7B,50,0.18,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.4,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.4,1.7B,50,0.4,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.4,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,0.5,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.5,1.7B,50,0.56,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.5,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.5,1.7B,50,0.48,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.5,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,0.6,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.6,1.7B,50,0.54,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.6,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.6,1.7B,50,0.74,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.6,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,0.7,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.7,1.7B,50,0.32,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.7,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.7,1.7B,50,0.66,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.7,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,0.8,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.8,1.7B,50,0.42,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.8,1.7B,50,0.02,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.8,1.7B,50,0.76,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.8,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,0.9,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,350M,0.9,1.7B,50,0.6,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,600M,0.9,1.7B,50,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1B,0.9,1.7B,50,0.74,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,1.7B,0.9,1.7B,50,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,50,175M,1.0,1.7B,50,1.0,0,,0.03561598,0.0062568999999999,deep
arch,depth (deep vs shallow),bpb_trained,50,350M,1.0,1.7B,50,0.74,0,,0.0021926,0.0062568999999999,deep
arch,depth (deep vs shallow),bpb_trained,50,600M,1.0,1.7B,50,0.0,0,,0.0091365199999999,0.0062568999999999,deep
arch,depth (deep vs shallow),bpb_trained,50,1B,1.0,1.7B,50,0.78,0,,0.0031120999999999,0.0062568999999999,deep
arch,depth (deep vs shallow),benchmark,50,175M,0.1,1.7B,722,0.4473684210526316,139,0.4172661870503597,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.1,1.7B,722,0.4612188365650969,139,0.4388489208633093,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.1,1.7B,722,0.4335180055401662,139,0.4028776978417266,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.1,1.7B,722,0.5041551246537396,139,0.5683453237410072,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.1,1.7B,722,0.4792243767313019,139,0.460431654676259,,,
arch,depth (deep vs shallow),benchmark,50,175M,0.2,1.7B,722,0.4709141274238227,139,0.5035971223021583,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.2,1.7B,722,0.46398891966759,139,0.4748201438848921,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.2,1.7B,722,0.4792243767313019,139,0.5251798561151079,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.2,1.7B,722,0.4695290858725762,139,0.4820143884892086,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.2,1.7B,722,0.481994459833795,139,0.4964028776978417,,,
arch,depth (deep vs shallow),benchmark,50,175M,0.3,1.7B,722,0.4903047091412742,139,0.5107913669064749,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.3,1.7B,722,0.4279778393351801,139,0.4676258992805755,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.3,1.7B,722,0.4681440443213296,139,0.5323741007194245,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.3,1.7B,722,0.4390581717451524,139,0.4388489208633093,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.3,1.7B,722,0.53601108033241,139,0.6187050359712231,,,
arch,depth (deep vs shallow),benchmark,50,175M,0.4,1.7B,722,0.4667590027700831,139,0.4388489208633093,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.4,1.7B,722,0.4626038781163435,139,0.39568345323741,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.4,1.7B,722,0.46398891966759,139,0.4964028776978417,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.4,1.7B,722,0.5083102493074793,139,0.4388489208633093,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.4,1.7B,722,0.5554016620498615,139,0.6258992805755396,,,
arch,depth (deep vs shallow),benchmark,50,175M,0.5,1.7B,722,0.4681440443213296,139,0.4100719424460431,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.5,1.7B,722,0.4390581717451524,139,0.4028776978417266,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.5,1.7B,722,0.4598337950138504,139,0.4172661870503597,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.5,1.7B,722,0.4404432132963989,139,0.460431654676259,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.5,1.7B,722,0.5526315789473685,139,0.6690647482014388,,,
arch,depth (deep vs shallow),benchmark,50,175M,0.6,1.7B,722,0.4570637119113573,139,0.381294964028777,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.6,1.7B,722,0.4335180055401662,139,0.3669064748201439,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.6,1.7B,722,0.4612188365650969,139,0.4532374100719424,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.6,1.7B,722,0.4667590027700831,139,0.4316546762589928,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.6,1.7B,722,0.590027700831025,139,0.6906474820143885,,,
arch,depth (deep vs shallow),benchmark,50,175M,0.7,1.7B,722,0.4667590027700831,139,0.4100719424460431,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.7,1.7B,722,0.4265927977839335,139,0.39568345323741,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.7,1.7B,722,0.4653739612188365,139,0.4676258992805755,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.7,1.7B,722,0.46398891966759,139,0.381294964028777,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.7,1.7B,722,0.6121883656509696,139,0.7482014388489209,,,
arch,depth (deep vs shallow),benchmark,50,175M,0.8,1.7B,722,0.4418282548476454,139,0.3884892086330935,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.8,1.7B,722,0.4570637119113573,139,0.3093525179856115,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.8,1.7B,722,0.4806094182825485,139,0.5755395683453237,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.8,1.7B,722,0.4833795013850415,139,0.5179856115107914,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.8,1.7B,722,0.6149584487534626,139,0.7913669064748201,,,
arch,depth (deep vs shallow),benchmark,50,175M,0.9,1.7B,722,0.4445983379501385,139,0.4172661870503597,,,
arch,depth (deep vs shallow),benchmark,50,350M,0.9,1.7B,722,0.4307479224376731,139,0.3669064748201439,,,
arch,depth (deep vs shallow),benchmark,50,600M,0.9,1.7B,722,0.4861495844875346,139,0.5179856115107914,,,
arch,depth (deep vs shallow),benchmark,50,1B,0.9,1.7B,722,0.5041551246537396,139,0.5755395683453237,,,
arch,depth (deep vs shallow),benchmark,50,1.7B,0.9,1.7B,722,0.7271468144044322,139,0.8129496402877698,,,
arch,depth (deep vs shallow),benchmark,50,175M,1.0,1.7B,722,0.4764542936288088,139,0.4532374100719424,0.0286643975069252,0.0270607160664819,deep
arch,depth (deep vs shallow),benchmark,50,350M,1.0,1.7B,722,0.4141274238227146,139,0.3741007194244604,0.0210280512465373,0.0270607160664819,deep
arch,depth (deep vs shallow),benchmark,50,600M,1.0,1.7B,722,0.4584487534626039,139,0.4748201438848921,0.0201912534626038,0.0270607160664819,deep
arch,depth (deep vs shallow),benchmark,50,1B,1.0,1.7B,722,0.4930747922437673,139,0.4892086330935252,0.0233543545706371,0.0270607160664819,deep
arch,depth (deep vs shallow),bpb_macro,50,175M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.5,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.5,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,350M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,600M,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1B,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,1.7B,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,50,175M,1.0,1.7B,1,1.0,0,,0.0544919999999999,0.007965,deep
arch,depth (deep vs shallow),bpb_macro,50,350M,1.0,1.7B,1,1.0,0,,0.00469,0.007965,deep
arch,depth (deep vs shallow),bpb_macro,50,600M,1.0,1.7B,1,0.0,0,,0.0256340000000001,0.007965,deep
arch,depth (deep vs shallow),bpb_macro,50,1B,1.0,1.7B,1,0.0,0,,0.000188,0.007965,deep
arch,depth (deep vs shallow),loss,50,175M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.5,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.5,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,350M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,600M,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1B,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,50,1.7B,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,50,175M,1.0,1.7B,1,1.0,0,,0.1075999999999997,0.0337999999999998,deep
arch,depth (deep vs shallow),loss,50,350M,1.0,1.7B,1,1.0,0,,0.0028999999999999,0.0337999999999998,deep
arch,depth (deep vs shallow),loss,50,600M,1.0,1.7B,1,0.0,0,,0.0217,0.0337999999999998,deep
arch,depth (deep vs shallow),loss,50,1B,1.0,1.7B,1,0.0,0,,0.0165999999999999,0.0337999999999998,deep
scheme,language lists (A vs B),bpb_trained,8,175M,0.1,1.7B,5,0.2,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.1,1.7B,5,0.8,0,,,,
scheme,language lists (A vs B),bpb_trained,8,600M,0.1,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.1,1.7B,5,0.8,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.1,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,0.2,1.7B,5,0.8,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.2,1.7B,5,0.8,0,,,,
scheme,language lists (A vs B),bpb_trained,8,600M,0.2,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.2,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.2,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,0.3,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.3,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,600M,0.3,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1B,0.3,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,1.7B,0.3,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,175M,0.4,1.7B,5,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,8,350M,0.4,1.7B,5,1.0,0,,,,
