intervention,label,population,L,proxy_size,frac,reference_size,n_items,decision_acc,n_decided,decision_acc_decided,mean_abs_delta_proxy,mean_abs_delta_ref,reference_prefers
arch,depth (deep vs shallow),loss,2,350M,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,600M,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,1B,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,2,1.7B,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,175M,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,2,350M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,600M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,1B,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,1.7B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,2,175M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,2,350M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,600M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,1B,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,1.7B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,2,175M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,2,350M,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,600M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,2,1B,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,2,1.7B,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,2,175M,1.0,1.7B,1,1.0,0,,0.1672000000000002,0.0064999999999999,deep
arch,depth (deep vs shallow),loss,2,350M,1.0,1.7B,1,0.0,0,,0.0059999999999997,0.0064999999999999,deep
arch,depth (deep vs shallow),loss,2,600M,1.0,1.7B,1,0.0,0,,0.0083999999999999,0.0064999999999999,deep
arch,depth (deep vs shallow),loss,2,1B,1.0,1.7B,1,0.0,0,,0.0295999999999998,0.0064999999999999,deep
arch,depth (deep vs shallow),bpb_trained,8,175M,0.1,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.1,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.1,1.7B,8,0.75,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.1,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.1,1.7B,8,0.5,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,0.2,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.2,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.2,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.2,1.7B,8,0.125,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.2,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,0.3,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.3,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.3,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.3,1.7B,8,0.5,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.3,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,0.4,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.4,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.4,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.4,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.4,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,0.5,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.5,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.5,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.5,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.5,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,0.6,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.6,1.7B,8,0.125,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.6,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.6,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.6,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,0.7,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.7,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.7,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.7,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.7,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,0.8,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.8,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.8,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.8,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.8,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,0.9,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,350M,0.9,1.7B,8,0.25,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,600M,0.9,1.7B,8,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1B,0.9,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,1.7B,0.9,1.7B,8,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,8,175M,1.0,1.7B,8,1.0,0,,0.039858875,0.0046117499999999,deep
arch,depth (deep vs shallow),bpb_trained,8,350M,1.0,1.7B,8,0.25,0,,0.0011167499999999,0.0046117499999999,deep
arch,depth (deep vs shallow),bpb_trained,8,600M,1.0,1.7B,8,0.0,0,,0.00140825,0.0046117499999999,deep
arch,depth (deep vs shallow),bpb_trained,8,1B,1.0,1.7B,8,1.0,0,,0.003008,0.0046117499999999,deep
arch,depth (deep vs shallow),benchmark,8,175M,0.1,1.7B,265,0.4415094339622641,46,0.391304347826087,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.1,1.7B,265,0.3660377358490566,46,0.4130434782608695,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.1,1.7B,265,0.4226415094339623,46,0.4347826086956521,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.1,1.7B,265,0.5471698113207547,46,0.4130434782608695,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.1,1.7B,265,0.4943396226415094,46,0.4130434782608695,,,
arch,depth (deep vs shallow),benchmark,8,175M,0.2,1.7B,265,0.4377358490566038,46,0.4130434782608695,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.2,1.7B,265,0.430188679245283,46,0.4565217391304347,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.2,1.7B,265,0.4528301886792453,46,0.3478260869565217,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.2,1.7B,265,0.490566037735849,46,0.4565217391304347,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.2,1.7B,265,0.4867924528301887,46,0.5652173913043478,,,
arch,depth (deep vs shallow),benchmark,8,175M,0.3,1.7B,265,0.4226415094339623,46,0.4130434782608695,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.3,1.7B,265,0.4641509433962264,46,0.5652173913043478,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.3,1.7B,265,0.4528301886792453,46,0.3043478260869565,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.3,1.7B,265,0.4981132075471698,46,0.4565217391304347,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.3,1.7B,265,0.5094339622641509,46,0.5217391304347826,,,
arch,depth (deep vs shallow),benchmark,8,175M,0.4,1.7B,265,0.539622641509434,46,0.5434782608695652,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.4,1.7B,265,0.5207547169811321,46,0.4565217391304347,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.4,1.7B,265,0.460377358490566,46,0.5,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.4,1.7B,265,0.490566037735849,46,0.5,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.4,1.7B,265,0.5207547169811321,46,0.4347826086956521,,,
arch,depth (deep vs shallow),benchmark,8,175M,0.5,1.7B,265,0.4981132075471698,46,0.3695652173913043,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.5,1.7B,265,0.4113207547169811,46,0.3695652173913043,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.5,1.7B,265,0.5509433962264151,46,0.5652173913043478,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.5,1.7B,265,0.5056603773584906,46,0.5,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.5,1.7B,265,0.5811320754716981,46,0.6956521739130435,,,
arch,depth (deep vs shallow),benchmark,8,175M,0.6,1.7B,265,0.5094339622641509,46,0.4782608695652174,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.6,1.7B,265,0.4867924528301887,46,0.4565217391304347,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.6,1.7B,265,0.4226415094339623,46,0.4565217391304347,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.6,1.7B,265,0.5358490566037736,46,0.5434782608695652,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.6,1.7B,265,0.490566037735849,46,0.6086956521739131,,,
arch,depth (deep vs shallow),benchmark,8,175M,0.7,1.7B,265,0.4264150943396226,46,0.4130434782608695,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.7,1.7B,265,0.4943396226415094,46,0.4565217391304347,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.7,1.7B,265,0.4867924528301887,46,0.5434782608695652,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.7,1.7B,265,0.569811320754717,46,0.5217391304347826,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.7,1.7B,265,0.5358490566037736,46,0.717391304347826,,,
arch,depth (deep vs shallow),benchmark,8,175M,0.8,1.7B,265,0.5169811320754717,46,0.4347826086956521,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.8,1.7B,265,0.5056603773584906,46,0.5217391304347826,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.8,1.7B,265,0.4792452830188679,46,0.4782608695652174,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.8,1.7B,265,0.4792452830188679,46,0.5,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.8,1.7B,265,0.6226415094339622,46,0.6956521739130435,,,
arch,depth (deep vs shallow),benchmark,8,175M,0.9,1.7B,265,0.5433962264150943,46,0.4565217391304347,,,
arch,depth (deep vs shallow),benchmark,8,350M,0.9,1.7B,265,0.4867924528301887,46,0.5,,,
arch,depth (deep vs shallow),benchmark,8,600M,0.9,1.7B,265,0.4754716981132075,46,0.5,,,
arch,depth (deep vs shallow),benchmark,8,1B,0.9,1.7B,265,0.5056603773584906,46,0.5217391304347826,,,
arch,depth (deep vs shallow),benchmark,8,1.7B,0.9,1.7B,265,0.6943396226415094,46,0.8043478260869565,,,
arch,depth (deep vs shallow),benchmark,8,175M,1.0,1.7B,265,0.5509433962264151,46,0.5,0.0218883018867924,0.0361493811320754,deep
arch,depth (deep vs shallow),benchmark,8,350M,1.0,1.7B,265,0.5320754716981132,46,0.4782608695652174,0.0361406490566037,0.0361493811320754,deep
arch,depth (deep vs shallow),benchmark,8,600M,1.0,1.7B,265,0.4716981132075472,46,0.5217391304347826,0.0269184905660377,0.0361493811320754,deep
arch,depth (deep vs shallow),benchmark,8,1B,1.0,1.7B,265,0.5056603773584906,46,0.5652173913043478,0.0238647018867924,0.0361493811320754,deep
arch,depth (deep vs shallow),bpb_macro,8,175M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.5,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,350M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,600M,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1B,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,1.7B,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),bpb_macro,8,175M,1.0,1.7B,1,1.0,0,,0.089928,0.0106959999999998,deep
arch,depth (deep vs shallow),bpb_macro,8,350M,1.0,1.7B,1,1.0,0,,0.0093510000000001,0.0106959999999998,deep
arch,depth (deep vs shallow),bpb_macro,8,600M,1.0,1.7B,1,0.0,0,,0.006205,0.0106959999999998,deep
arch,depth (deep vs shallow),bpb_macro,8,1B,1.0,1.7B,1,0.0,0,,0.0304170000000001,0.0106959999999998,deep
arch,depth (deep vs shallow),loss,8,175M,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.1,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.1,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.2,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.2,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.3,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.3,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.4,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.4,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.5,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.6,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.6,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.7,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.7,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.8,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.8,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,350M,0.9,1.7B,1,1.0,0,,,,
arch,depth (deep vs shallow),loss,8,600M,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1B,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,1.7B,0.9,1.7B,1,0.0,0,,,,
arch,depth (deep vs shallow),loss,8,175M,1.0,1.7B,1,1.0,0,,0.1360999999999999,0.0455,deep
arch,depth (deep vs shallow),loss,8,350M,1.0,1.7B,1,1.0,0,,0.0032999999999998,0.0455,deep
arch,depth (deep vs shallow),loss,8,600M,1.0,1.7B,1,1.0,0,,0.0178000000000002,0.0455,deep
arch,depth (deep vs shallow),loss,8,1B,1.0,1.7B,1,0.0,0,,0.0129000000000001,0.0455,deep
arch,depth (deep vs shallow),bpb_trained,15,175M,0.1,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.1,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.1,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.1,1.7B,15,0.6,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.1,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,0.2,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.2,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.2,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.2,1.7B,15,0.2,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.2,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,0.3,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.3,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.3,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.3,1.7B,15,0.5333333333333333,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.3,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,0.4,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.4,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.4,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.4,1.7B,15,0.9333333333333332,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.4,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,0.5,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.5,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.5,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.5,1.7B,15,0.9333333333333332,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.5,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,0.6,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.6,1.7B,15,0.2,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.6,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.6,1.7B,15,0.7333333333333333,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.6,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,0.7,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.7,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.7,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.7,1.7B,15,0.9333333333333332,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.7,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,0.8,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.8,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.8,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.8,1.7B,15,0.9333333333333332,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.8,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,0.9,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,350M,0.9,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,600M,0.9,1.7B,15,0.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1B,0.9,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,1.7B,0.9,1.7B,15,1.0,0,,,,
arch,depth (deep vs shallow),bpb_trained,15,175M,1.0,1.7B,15,1.0,0,,0.0500711333333333,0.0054621333333333,deep
arch,depth (deep vs shallow),bpb_trained,15,350M,1.0,1.7B,15,0.0,0,,0.0008721333333333,0.0054621333333333,deep
arch,depth (deep vs shallow),bpb_trained,15,600M,1.0,1.7B,15,0.0,0,,0.0077826666666666,0.0054621333333333,deep
arch,depth (deep vs shallow),bpb_trained,15,1B,1.0,1.7B,15,1.0,0,,0.0028642666666666,0.0054621333333333,deep
arch,depth (deep vs shallow),benchmark,15,175M,0.1,1.7B,397,0.4433249370277078,72,0.5,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.1,1.7B,397,0.4433249370277078,72,0.4444444444444444,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.1,1.7B,397,0.4685138539042821,72,0.4861111111111111,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.1,1.7B,397,0.4962216624685138,72,0.4583333333333333,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.1,1.7B,397,0.473551637279597,72,0.4861111111111111,,,
arch,depth (deep vs shallow),benchmark,15,175M,0.2,1.7B,397,0.4231738035264483,72,0.375,,,
arch,depth (deep vs shallow),benchmark,15,350M,0.2,1.7B,397,0.5062972292191436,72,0.5,,,
arch,depth (deep vs shallow),benchmark,15,600M,0.2,1.7B,397,0.4256926952141058,72,0.3888888888888889,,,
arch,depth (deep vs shallow),benchmark,15,1B,0.2,1.7B,397,0.4433249370277078,72,0.5,,,
arch,depth (deep vs shallow),benchmark,15,1.7B,0.2,1.7B,397,0.4861460957178841,72,0.5972222222222222,,,
